"tau","beta","kappa"
1.43566748351524,0.294602713240087,0.292774638662442
0.979185332818888,0.421909811528017,0.492650086622338
1.14010736396711,0.200002354760274,0.401204115563491
1.08722094940477,0.428416064766686,0.444728830743223
1.30182364729299,0.238318249289169,0.311204419421701
1.08954918124533,0.489578259060581,0.498365938653163
0.615955929731568,0.662740965417771,0.697764509454579
1.2086658459352,0.333103477793793,0.401057559001387
1.26036686336317,0.336944305509913,0.379129623959028
0.422639249110132,0.538109714988744,0.795232921942766
0.755020118958821,0.5945436617997,0.604701508398523
0.497899288845466,0.684509013383573,0.74853571270431
0.421761678865546,0.760291166632448,0.7914136108479
1.09346259381004,0.52727468793355,0.468677068119513
1.00498599263954,0.350149627708368,0.501000003654648
1.18218448001521,0.195789677240409,0.395611206536193
1.27857470122806,0.24209687319695,0.387655794431005
1.33923289585405,0.416600622800152,0.314619807648898
1.64004852203989,0.11995486079212,0.236476479497257
1.04869663070162,0.471762203684044,0.502987378814399
0.946999248022239,0.608024101837208,0.517329639132396
0.981199356441665,0.393608666563788,0.470194731942945
0.289804990754806,0.682200089929015,0.842668300350268
0.975872455185886,0.517752297265412,0.514491315827918
0.971551323145266,0.548476070288735,0.46084832233892
1.36611827839866,0.421973132270194,0.358629916244761
0.972834042890851,0.528094060840451,0.556593417096239
0.409280433794226,0.743207856222999,0.805289993437571
1.05426049333023,0.458342570750375,0.458242295308207
1.41807860231323,0.0648352942507658,0.248899045384942
1.14489844501731,0.322010842267682,0.458932681938889
0.453443885528397,0.703716439589783,0.76481126269274
0.402786014976249,0.756198089435179,0.79491547098969
1.37813527571663,0.217435236859915,0.389124434522768
1.51643894329642,0.344806536753265,0.29204531125284
1.32369710260204,0.288691431168658,0.379128938742005
0.568736620915524,0.684980247760966,0.722025111966997
0.65185479875916,0.681317505994973,0.673091876249168
1.2066033685499,0.305978839203292,0.368931292599424
1.34874343232433,0.287002569889593,0.318127688410347
1.24047584743001,0.474848890568502,0.409297215509519
1.26271336941852,0.5096490237478,0.340275146594297
0.906485811662223,0.527863529449508,0.556947306127945
0.409633338757166,0.760761659933897,0.791003398593283
0.549024374609642,0.631577249286888,0.71641302964378
1.25370624462564,0.317867420189254,0.361656698255786
1.22447794434129,0.474383462089666,0.437280356460804
1.02173586008219,0.616477933879582,0.474955878683358
0.315777109902881,0.675403958090804,0.845962385413229
1.17106412154089,0.14258705461862,0.390705451851774
0.299953501374295,0.703620729237406,0.831297243321544
0.486990594717362,0.799906069198248,0.74556395260326
1.18766197124047,0.48090288153657,0.443978477883674
0.502249482826647,0.661429039258277,0.739497156210245
1.02246563902892,0.46912219201471,0.533120712772184
0.411848390250793,0.610511224190704,0.779995518028422
1.02276841065992,0.52412679503569,0.557626119956783
0.863710348499538,0.416892238717852,0.491935089117919
1.59974901377097,0.342778692518429,0.225678115309309
0.631456453129707,0.54470273359458,0.699306450890616
0.982188170068292,0.437856568168687,0.533623850869757
1.41893085943609,0.169847345389858,0.26174252890942
1.27874643217034,0.380402297046329,0.321979622391122
0.88937041052455,0.474512445709419,0.584406350222173
1.1745025442064,0.174087115252141,0.416251220573359
1.21475831212856,0.353606030522679,0.360653519932335
1.09208774226971,0.222240263611812,0.455046036791562
1.17895637727341,0.600292843335721,0.436983582963987
0.317922570999022,0.667214568416643,0.849753038280235
1.5728508154797,0.108297011057738,0.155289572782114
0.915940390109495,0.394558825531222,0.537870640711657
0.841987459786617,0.479568173457947,0.601708864812386
0.800647370347278,0.598949441891858,0.602459101118532
0.599239123283741,0.647959600402955,0.711626985907728
0.32446290949075,0.702585419851353,0.831884502854533
1.35202715820427,0.199575604179195,0.357401540777439
0.396664347853215,0.764788540979424,0.787425322693883
1.2746547246944,0.335227068793639,0.308005035453635
0.500627358839856,0.712050352483383,0.754834789990276
0.42789396767444,0.779384597279895,0.773361245935148
0.298168695750532,0.670522652290866,0.846778676387188
1.24307933737665,0.324045435778062,0.386436654799286
0.478806374723675,0.776527620247848,0.776258703400152
1.29903862583076,0.13000271403033,0.373655435954308
0.66351880357236,0.584518251735458,0.650411589266407
1.17105067214616,0.390142597197262,0.413888552479401
1.19801757785079,0.204800714524953,0.400991211074608
0.291835829171435,0.669677296740109,0.848632868687015
0.971211647233336,0.397756999983936,0.526699976981805
1.18423735572116,0.308957265576874,0.371423908852887
0.793381969483436,0.775672308677011,0.588921259335007
0.95884358698024,0.40071429722614,0.505240667192859
1.21933191049456,0.428553057430859,0.425926595812352
0.792735462149046,0.639033954586303,0.616665637258682
0.374535420411919,0.72285665295464,0.81958794777846
1.25788402835311,0.386995078100794,0.352940314633174
0.976146896724248,0.406127249877426,0.476877332945205
1.04044423117453,0.462409801026161,0.464792062153017
0.746458295732541,0.543480784836901,0.636228900715136
1.02464754622276,0.445665925279358,0.503080724431251
1.01011066703196,0.287894345506314,0.501426126835165
1.32829625470272,0.4379092438042,0.352682137084446
1.43582442137671,0.198077932409356,0.271155116052433
