"kappa","beta","tau","psi"
0.543177809549014,0.0298874872265456,1.00135424146856,0.488282712532348
0.411997662714776,0.074584480064615,1.4088536001354,0.265320617116258
0.731125812640582,0.421494498468585,0.649600036660355,1.08535056749693
0.651666075368525,0.122665808809827,0.785841333968606,1.90511244110023
0.60761328496605,0.253362660724265,0.90405899143822,0.964957224303501
0.676227656995354,0.305008279058947,0.837922823696023,0.950810973011866
0.521272292859399,0.133994000780208,1.14894649713744,0.293537502525715
0.673967919460636,0.26145286222809,0.842466896113718,0.554525563179618
0.592063133182305,0.0681586263665512,1.01984216704424,1.00259077803932
0.627997071682343,0.217035050461352,1.09964065610699,1.30202891533114
0.688903799922453,0.396565255997384,0.741653340984873,1.14034665565819
0.732004097836815,0.330923836785777,0.65712595210413,1.2833575024606
0.43645828283634,0.0396774458628787,1.4809876327061,0.305589869406334
0.629308649333109,0.168887976290362,0.962314746331248,0.807147313843242
0.647418468499164,0.186218472842183,0.997100571084365,0.695556024404808
0.420811267439327,0.279190592708906,1.37151891870367,0.282062423724087
0.608526808206985,0.0967976033111634,1.02096208419618,0.563604552612566
0.52441660395176,0.0335604891799537,1.11666981392127,0.397203099709479
0.466770926658626,0.243302902304401,1.40985766991459,0.126881477312637
0.500379203813221,4.44089209850063e-16,1.50885480448407,0.503710578285657
0.595900952903855,0.116511717965016,1.05712310720352,0.394762121621762
0.34848464613519,0.0556678639343848,1.47503076114993,0.404246252574424
0.668303369944789,0.10009779475332,0.78413083345052,1.62987780653601
0.494948724163858,0.0457971716804206,1.22222408752346,0.264376094283959
0.689685195184809,0.261367431992074,0.674003756058595,1.81608849570292
0.55047817257008,0.162823507578221,1.08784282238041,0.625355723634167
0.49897524945883,0.0861524132885249,1.32671353943302,0.306113419813012
0.508033177070997,-2.22044604925031e-16,1.10003781606925,0.833008700135757
0.712059265082304,0.239723895995824,0.851152812416708,1.15978906136807
0.640599869134093,0.233229423312688,0.861122713554714,1.60637254564848
0.563553997575378,0.214487167899821,1.18189577456588,0.392034069341604
0.598540026542084,0.12799580997339,1.08875944801787,0.460380557713653
0.722727749887674,0.287208263575899,0.639944353259247,1.48694329685693
0.457609829017237,0.0680540368625597,1.53821852490712,0.101383811647191
0.576946132399023,1.67772444624736e-05,1.16593645910829,0.709274830261888
