"kappa","beta","tau","psi","mean_E1","kappa_se","beta_se","tau_se","psi_se","mean_E1_se","max_lik","convergence"
0.405402144128107,0.32701939315411,1.21169110240282,0.494953094357599,0.453244506619694,0.0666321548047595,0.0966625372504992,0.176334858534617,0.136829809877458,0.615643998161437,-880.111310589753,0
0.621540569247136,0.611108526891152,0.804601335174623,0.999984466650536,1.65429042116082e-06,0.0497795898063915,0.0542801665797266,0.0919391096557659,0.0023070665719646,1.89753257626409e-09,-879.506395809226,0
0.595773033226409,0.506397001957637,0.849053466403762,0.613949185068115,0.000206172060219575,0.0680106269173791,0.0788323973392454,0.12463876146257,0.146492536106895,7.16269821610886e-06,-869.675735112361,0
0.427301327117613,0.490112921722555,1.04395614736512,0.181965660020251,1.3631460715457,0.0944501920991327,0.115769202584878,0.186168675542881,0.123993317242095,3.35805182471787,-829.401506607319,0
0.472783298144649,0.40800569059953,1.02183321142838,0.606717037654279,1.78765332240743,0.0731182710952596,0.095136869040696,0.153641981690132,0.148857766047812,4.28007172950589,-861.172341986857,0
0.754121129627882,0.58415183253207,0.440446729236273,0.669290129217143,3.59557569771771,0.0622982410204108,0.0521500133656009,0.059665952512389,0.209874131231646,22.8820864968688,-853.025928630017,10
0.649562930847017,0.632327146478396,0.794896399927976,0.50711935343556,2.83768065625483,0.00177556831970756,0.00182773602729713,0.00490172231547915,0.0019518017893508,7.70863402134898,-890.197153345849,0
0.398455826345147,0.21563509114364,1.23957701535532,0.300726408403337,0.201653021982881,0.067317910407288,0.130083792097133,0.182140621074483,0.124836924562318,0.268137353132969,-862.292331188008,0
0.413521484840475,0.447044571309479,1.17509511709594,0.396260511555239,0.00295469314586176,0.077134150224296,0.105717086242079,0.188987840227214,0.133049045994962,0.000220212885955353,-871.601124338665,0
0.484170295884938,0.490952149356534,1.18275207383047,0.458683968078338,3.22265618792162,0.0761347984531691,0.0978844419120111,0.213065895044306,0.132563804280744,9.31982118360954,-914.732227636823,0
0.499482770750629,0.308025910930726,0.972754983762854,0.735035177941749,0.774128994720564,0.0502907584682057,0.0836628119416115,0.105182763806938,0.082542418632756,0.896134944575529,-858.653455409963,0
0.642654160196221,0.556805419065905,0.67764251404533,0.396042612473663,1.14628474514098e-06,0.0812049841035652,0.0684519299738391,0.105539654166626,0.224360198302599,1.24509792677835e-09,-823.142041464212,0
0.652918395936854,0.642217551997752,0.702630958310671,0.82580958010502,0.0271202148398657,0.0845385840076782,0.0631457189002513,0.121791383636098,0.22551099945086,0.00715460532998993,-867.504371154795,0
0.438598939363256,0.496352899961104,1.11702486563788,0.381239772930039,3.11500628716243,0.0877832106693137,0.124697356850551,0.202668657337278,0.1210291038628,9.34402559891703,-871.427541598983,0
0.316990275464641,0.350419936763259,1.34180175293638,0.13686471169827,3.39066366037891,0.089149277900372,0.183092791609752,0.243967066665873,0.106716143591213,9.66114290278033,-849.983669805692,0
0.47968582077469,0.356387846196796,1.10474060104779,0.390732767163185,0.000108135053225909,0.0689829196922908,0.0956018146710278,0.168261656959479,0.135876941853132,1.24953766917002e-06,-869.578184728391,0
0.608800407817307,0.47650326535245,0.812122635822761,0.858196235042275,2.08716547893007,0.0710497920754554,0.0699451041582984,0.124641468561381,0.201863199449155,4.56188166157935,-867.73746111499,0
