"kappa","beta","tau","psi","mean_E1","kappa_se","beta_se","tau_se","psi_se","mean_E1_se","max_lik","convergence"
0.676086211093622,0.267778646255766,0.743487183037777,0.820287075857194,0.981835933428777,0.0597881165052524,0.0700480620525125,0.110637876062959,0.239731216890138,1.16414025517003,-429.976626577323,0
0.62119011472409,0.243260639154364,1.09688748239095,0.714073835403434,0.000241905683233543,0.0681387663950165,0.084632397397322,0.227340566418523,0.228687782501246,4.11969131147063e-06,-469.269632099714,1
0.50596279362729,0.135102353235783,1.28787703917195,0.759336079370458,0.843751012379586,0.0585156476340152,0.0911308195332761,0.221205638551092,0.112419422865097,1.03068647224941,-473.871704992245,0
0.65094607288383,0.228905563678061,0.956697764015787,0.729782011226713,0.854260256766743,0.0691371290281568,0.0811135313302572,0.189494816489557,0.207120567562605,1.04829349738594,-457.877295817127,0
0.663754992443122,0.297545197361721,0.817105083636665,0.376771431979036,0.786882950380174,0.00166926383943967,0.00155759749129409,0.00497803407878202,0.00175739433738207,1.09650615297142,-428.828727258217,0
0.670005364185956,0.321673980224224,0.964269538016834,0.536980874572321,5.16751570916071,0.0640221904980654,0.0895800744322554,0.191470999420994,0.253233652250804,17.0216544981278,-463.329660082992,0
0.629152568884944,0.199140728672327,0.8121200267686,0.464258805515779,5.89042429355205,0.0519396004401617,0.0682514325222433,0.103676351102648,0.16227878268818,17.5756381116331,-419.554821406184,0
0.507630560107663,0.0139752814371082,1.16571518037528,0.304206658329776,0.0183890728281219,0.0594546933732502,0.0694115127680494,0.177737229824716,0.183230212364024,0,-429.112834938656,0
0.674831060311781,0.15800449619683,0.771813660690701,0.999998940822403,4.40242618785172e-09,0.0369767498863488,0.0465331605901317,0.0834706747248416,0.000360819720844576,1.93813563396996e-14,-421.839148777555,0
0.570051219301161,0.105879326860466,1.12916054145284,0.732619730966617,0.000152486557578204,0.0498552651505281,0.0736182530127026,0.165816952606106,0.118209694599478,2.27665908251471e-06,-456.867564684496,0
0.565887698489796,0.112896131214794,0.93240289392103,0.790833896910181,2.28836709780564,0.0494774773507527,0.076041321950625,0.117372121901672,0.122087971011015,4.64698578645512,-424.74094944547,0
0.686629493123414,0.174344403650144,0.770001144078741,0.645170195117923,2.82608072114183,0.0535542754486393,0.0663815207911901,0.110112525145915,0.165794818560279,6.24816853518119,-428.108516838682,0
0.623009382221779,0.1512030023339,0.983626609875742,0.851164132419908,1.07821574814733,0.0479137174143001,0.0718929578592687,0.140903838038846,0.102878669787056,1.37368133283632,-449.32236863565,0
0.605772106967463,0.205009873290334,1.07024147188011,0.351296465414846,1.00441441090571,0.0727891184539394,0.0825602043091875,0.219046986554273,0.21773144010231,1.73882685162394,-451.500522914404,0
0.530134788067728,0.227682025579766,1.21821789768103,0.255427070348274,4.48771905627685,0.0804423707669497,0.106883266215061,0.266184348533052,0.177567411360652,12.6026432370749,-451.869497059743,0
0.658306852514922,0.297959119242665,0.83034534318554,0.842487035226277,2.46730542790765,0.0586238918253138,0.0816044162775587,0.131309296591372,0.151224101351906,5.88292447464951,-446.347660600632,0
0.480727429689776,0.0981373884558596,1.29822793641524,0.536414441397836,1.02533102104195,0.0616537743723402,0.0951134645534005,0.220798755417679,0.145998519397579,1.9049784089549,-459.636658396802,0
0.598574361189457,0.220909206448993,0.882724979629018,0.873998895253919,4.75782659116822,0.0550937345119284,0.0953518006435739,0.122017140036472,0.0982790157376167,13.2638333510677,-430.576869736838,0
0.458158920898163,0.00922417047935387,1.53258646888543,0.0300001145827043,0.580700423106489,0.0421907455703002,0,0.204717538325414,0.000801382643766254,0.816308691849201,-447.07489074461,0
0.515512937664583,0.274432996150676,1.2734745570232,0.471572143305833,5.62941290093992,0.0973491530492032,0.112457584754163,0.342310429333203,0.23238897556955,18.6315565244622,-465.789424384801,0
0.696294762260685,0.28269040836927,0.780950342584604,0.952754621701617,0.0391348364641192,0.0503393046597809,0.0672425477882795,0.111597814822056,0.118573294697629,0.0104334199789555,-443.217666689839,0
0.59276551480155,0.127259512122713,0.905310517677688,0.792131524301077,2.80511523801666,0.0496040253863115,0.0863360180725973,0.117817499308078,0.0948214436802965,6.34207982222263,-430.278210026672,0
0.598952563855847,0.252692683854137,0.857850870926748,0.49228632328879,5.57061368018922,0.063859505689051,0.107922053425743,0.128594685012347,0.18721000708411,16.790515232176,-424.448307785346,0
0.546109380685033,0.214571313766789,1.12080336996208,0.734418890004437,9.66676133533143e-05,0.0613626486686301,0.111747548406482,0.186608152988245,0.136581041817376,1.03606837835545e-06,-448.98692899599,0
0.663512315882004,0.135965777176459,0.966364556973339,0.759018850808493,2.37164017973183,0.0458598128449981,0.0642669043602875,0.141428679546413,0.143202039478235,4.99036943613253,-455.227596809907,0
0.568390429546538,0.240589348668042,1.17618532302998,0.797604291981419,0.855432057332688,0.0637847517171329,0.0928612660371176,0.223201133299547,0.155403448943814,1.02213767510913,-475.685758551141,0
0.534968271271875,0.218138944659147,1.29342552921424,0.628764899456421,3.98349923500857,0.0677467383551242,0.108788719241069,0.264139336058485,0.151315697329461,10.7597062444695,-479.986036964392,0
0.628753146793223,0.2589773904146,1.01753592085349,0.533438267573042,1.55663360416981e-05,0.0658855459963897,0.0973595428823302,0.193478653656081,0.174841160859848,8.5410983260027e-08,-459.461375449304,0
