"kappa","beta","tau","psi","mean_E1","kappa_se","beta_se","tau_se","psi_se","mean_E1_se","max_lik","convergence"
0.544386423906543,0.592667562363114,0.840845360591015,0.729968526786898,1.08180084792792,0.0787442519357218,0.0832832728345704,0.12638054177789,0.230723967111833,2.1240124549852,-844.926215571417,0
0.386930041704113,0.404125689352908,1.29125097409965,0.321238577955313,0.0620771139856642,0.0721093192763588,0.120738430603861,0.206297733217195,0.0413952158384389,0.0214305509994505,-888.922602070235,0
0.580256376507608,0.596574600192465,0.778966201284893,0.890363425017294,0.509638858413795,0.0646594471351655,0.0604487333654089,0.0975291290646382,0.309750252624144,0.79344677381561,-842.410677069372,0
0.594489850109783,0.486308028120265,0.835784538479071,0.656344039345644,0.306044275973784,0.0775162592128185,0.0843952425550464,0.137213861454097,0.238890452152498,0.427733331874107,-852.432164212722,0
0.540584736050469,0.428010789636695,0.866136379698372,0.587996638793199,0.000649885427877122,0.0706218993816817,0.0941916461770309,0.119341803111684,0.157644640164886,2.57574476987625e-05,-828.361938438922,0
0.492542482550215,0.443198741821288,1.00608234530925,0.471500452847039,1.12674073137122,0.0790326779125148,0.0932684119872674,0.164139738461391,0.108247429104888,2.18881836073128,-851.731901871774,0
0.421724438212601,0.43484185603976,1.17845239403458,0.22062731279206,1.11562873084364,0.0747357606395283,0.106995593381644,0.186493600877934,0.0269322749791379,1.95534141938362,-866.870428280228,0
0.513140399346779,0.522679404104865,0.897036646950451,0.50737138422824,2.80449323598962,0.0712207094782388,0.0832454913198042,0.123368596242135,0.115970374408421,7.27729502510673,-840.73966094542,0
0.656265038255819,0.603306910748147,0.719826970701109,0.709318724639155,0.567709161927038,0.00112716315820777,0.00120221715804019,0.00258193698025375,0.00251429270824438,0.954931144301056,-849.232860587572,0
0.393580122314737,0.458100877577572,1.23192740896327,0.390322448440134,0.30612531490333,0.07566077412328,0.104729957692398,0.202155459053851,0.0601018077213438,1.1016317566205,-887.324486339813,0
0.626331466539897,0.541398071613617,0.754667624526451,0.69756412107651,1.66615343352131,0.0708164585252141,0.0675180577432176,0.110558241965861,0.259691068758375,3.92698272748126,-844.148953866984,0
0.524154130768138,0.516498662122269,0.914461314063943,0.930643359363885,0.173355966936213,0.0621422805807478,0.075791194621082,0.117805041871559,0.296296164440247,0.106252571098235,-862.819417126769,0
0.425115274740754,0.490450792840727,1.27192996122886,0.398401549084102,0.410685657900358,0.0847466236370539,0.116231372533678,0.247348287454823,0.0703574100513685,1.12898366187194,-902.062116385935,0
0.537768705353676,0.454923526260559,0.952179521141144,0.644206956798087,8.28750845383745,0.0614077452190819,0.0759538095262077,0.129194387355572,0.158638506997142,31.6901999039979,-878.856243080527,0
0.659924551059955,0.565665395018077,0.751486237145807,0.808024046207319,8.07065124062435,0.00129385810876038,0.00143184288917065,0.00324366133497419,0.0037711293625435,51.2595691786283,-884.339559713029,0
0.498456067162758,0.425374673260628,1.02311231668673,0.384533337992514,0.112708922482947,0.0697695233841494,0.0792765202296892,0.151672122071343,0.0722115932442875,0.160206703228541,-857.14116069789,0
0.504806243140335,0.573224296256875,1.01704656804385,0.578438722840807,5.0617259390659,0.0848496743206624,0.081685115991632,0.185608150624883,0.158560529321247,19.5288885654031,-879.613461372991,0
0.459079496318588,0.336680039580769,1.0178522424574,0.418914597694438,3.47809081893026,0.0660251129356425,0.0991977922861095,0.134195303106472,0.0768686940141965,8.6813891665729,-836.442967349029,0
0.249446270750537,0.000533562075485383,1.51390428991138,0.219180191524677,0.00147606422140788,0.044380644784617,0,0.16069023128993,0.0177078779819671,5.67033287191523e-05,-868.597649481262,0
0.389795925199295,0.325000621568924,1.40367612917185,0.326394264963919,3.38578204492049,0.0687143551379923,0.115506516338986,0.235797171588195,0.0413418686761412,9.16118485800911,-917.570847576207,0
0.567858805264461,0.605472781378313,0.934517816332674,0.425044917271778,1.6116829681371,0.00231808171482314,0.00227494990058307,0.00816967745013113,0.00170996037452723,3.8737363152227,-875.757227931007,0
0.497559794913236,0.553183565220491,0.928796449260174,0.841349482655196,5.55937589220549,0.0879631603346948,0.0831653795794114,0.159816624724529,0.327869116643504,19.557175637389,-854.072885291324,0
0.571137788208362,0.552095290318088,0.910776661325827,0.499223936197474,4.40911818085408,0.0764987721427783,0.079599632325675,0.153127529928128,0.131917598515727,16.4213651931216,-873.955388000196,0
0.335865859078659,0.346868130460871,1.33029363347321,0.231483980025166,0.394652526234061,0.072636891587309,0.139596111370835,0.204681775577429,0.0238741559572283,0.678021851192286,-871.490129424301,0
0.595065191968041,0.688238004092469,0.745753164374785,0.590565608097138,3.07692044156212,0.115790671845791,0.0670183205053128,0.16249616837916,0.271722460068137,10.0992415766646,-836.747656494401,0
0.465199227479312,0.334657926272299,1.09166436490325,0.334988360546504,2.61818832105556,0.074360553285011,0.100444203281708,0.17323886777632,0.0587143035075439,6.33728209240248,-849.245483889902,0
0.553108945975943,0.534473133175611,0.991176779538845,0.620813401037833,1.23811065219172,0.0835691771922155,0.078121622608788,0.18731218574322,0.201797430436645,5.31509353889479,-892.464605781204,0
0.432873105220789,0.47810360706507,1.04679492799932,0.383359438170512,1.13979480440283,0.090021077904477,0.129064300237599,0.180071954147671,0.0693943631268134,2.47878926715841,-844.879826220218,0
0.625357941723887,0.561057161211572,0.808356813819755,0.49634075806152,0.404407109368522,0.00097301477670823,0.00102693326599939,0.00270629050953362,0.00102300676597559,0,-863.531969500445,0
