"tau","beta","kappa"
1.09211490151602,0.0971105580095628,0.564894461547404
0.868939886350072,0.146498164447204,0.670106345349251
1.04141887477838,0.0309497640983228,0.574235946533777
0.929070046916457,0.21626504879376,0.636514066151621
0.987620657879575,0.241454825400159,0.603683524125371
1.14195510578909,0.231291771238967,0.59128306879417
0.949775239550168,0.295894737071721,0.615475611518151
1.1261609385191,0.135490197392875,0.565859314371973
0.850802595569591,0.221192028457596,0.66076451532313
0.810039897905923,0.313361753657111,0.66937147024248
0.947402590677926,0.218502966596754,0.586648084346455
0.753148620890016,0.206960824004387,0.685926346584647
1.13063881487977,0.22381389691343,0.537760092036072
0.60029020063379,0.336977421642315,0.761978508868442
1.07200688475784,0.242150004786154,0.587054358721941
0.806643947239961,0.289012153623756,0.66050338920877
1.07296126663879,0.189850033691206,0.560621921933337
0.959089705539972,0.200287042246523,0.584809651281397
1.25255853665371,0.0857286451475907,0.544524168489559
1.18415373324712,0.151733453599869,0.541736171343995
0.743514721311026,0.340527496039334,0.703306176651626
0.604576430212345,0.307666475032499,0.745762644990604
0.841643688474898,0.185828266620085,0.621903104907953
0.888454713654818,0.153321310925656,0.614720419056887
0.730180224142567,0.259705771592803,0.693716348933487
1.45500556826495,0.152206577983225,0.461906224754087
1.09064812667238,0.1987345391446,0.609086692948968
0.800590164998094,0.307740723508764,0.677960512872851
1.26792877528259,0.197962604113436,0.497252666422448
1.12973128043611,0.189227154508265,0.510090511519465
0.942492659968025,0.19855814305175,0.620574613539442
0.890412811751281,0.147314387570871,0.643264097856057
1.18779744337597,0.22038738084609,0.552450096693304
1.18907478133574,0.0789435356407903,0.568237189057465
1.41493509496731,0.067118067121691,0.502484143823029
1.15546365873564,0.107892943809505,0.566917669139565
1.09569905086741,0.156259349977948,0.575967859571437
0.887415474870462,0.290339736811929,0.643034804959589
0.962702771395212,0.175171508106097,0.592420503219639
0.747100020078163,0.288569784794443,0.684501680710235
1.22227030790721,0.140562944537564,0.566877991528273
1.30129141077744,0.0596113632050393,0.47187848588578
0.786763256695105,0.214720368579612,0.678609780761803
1.02029616155483,0.214152259347542,0.585245462782588
0.812721027422999,0.199624979083418,0.665821945960938
1.03570971500842,0.0408283033500452,0.555489392700249
1.00603619860073,0.127474341029327,0.620935870911555
1.21518725939934,0.123504027824799,0.48769508457026
0.891619508773675,0.252062142331453,0.645055928035957
0.863049814752623,0.142293861051284,0.611588742235543
0.800017971548759,0.179283267947511,0.652468300804188
1.05511899381501,0.197409321707248,0.550630752208259
1.24282742329835,0.0992177165663606,0.515655719681078
0.890849570531484,0.236078023539299,0.63065938203504
0.907550114023341,0.300652953124512,0.651210563403789
1.03460213279117,0.223833301097899,0.554434912665303
1.13742411526475,0.21599127599322,0.62060569871089
0.795887697269654,0.22410085329622,0.645642165062487
1.17077404454371,0.226437347953496,0.539065336793816
0.686877758613754,0.312107599748822,0.720326645515572
0.943209374539652,0.206106761855003,0.642994180719284
0.938417140195307,0.340692359987621,0.616659664952898
1.15396220199611,0.17127663287775,0.500016376951427
1.20875219774133,0.232532728567346,0.54964523184004
1.12991116819987,0.0166608419565589,0.558283358795985
1.11706842652658,0.183691786486304,0.544425600927168
1.06949205999549,0.0331109899278318,0.566304922953978
1.31023921262842,0.0567328001101829,0.474643459250835
0.825375735462103,0.27650799402631,0.688537458316187
1.08620487096069,0.170564469786615,0.528965797501867
0.919313428882402,0.143653118768513,0.630501033407395
1.0843923450657,0.123303388578457,0.594468083371093
0.82257136042855,0.317524441341311,0.661214431454469
1.07355773744699,0.11662516793639,0.567810894747589
0.92107646885072,0.215711582387262,0.647637158052517
1.30310316053423,0.0628362922877435,0.501871880529729
0.957959411168641,0.306424970902458,0.56297472118219
1.05981496693333,0.104846090292951,0.547087620968661
1.1048663989286,0.25469287215185,0.553047573248948
0.95847892095522,0.255592507936384,0.612579255879054
1.01915129144764,0.191476151267972,0.60313423230232
1.14732351522651,0.0869500179323567,0.564748287091612
1.38424930091646,0.12681597662429,0.481942626902524
1.33106855563641,0,0.483681708442044
1.00124118125141,0.17217232862705,0.584202167254398
1.11097800761913,0.233980584797835,0.561225115474278
0.933477768833935,0.198108053984781,0.622684814537617
0.977846369737194,0.0761701161186529,0.603146765528736
1.09327849898229,0.171468753679646,0.547484064990774
1.13492682371837,0.134472327326037,0.491975459391956
1.04151815712686,0.239993437812145,0.555286867153346
0.858745742160986,0.118723691906417,0.657870222246619
1.06318925447095,0.235264114569536,0.596971472907146
1.2199046919828,0.0937179793561989,0.512038123206879
0.641297838845467,0.346263199485181,0.751048975603468
0.893645924415252,0.185712126926077,0.657869094787423
0.757327272426901,0.233853291023111,0.672719415545851
1.08913138748523,0.150760119900781,0.550688371499492
0.969946539046219,0.185177111512447,0.606033087308603
1.01421555119575,0.269399208702441,0.580902664795146
0.771006996785811,0.242703026009392,0.70750872656077
1.06817151586092,0.183148427512489,0.599935761849841
0.956540874454042,0.145878718692574,0.612422660269837
1.31592046935803,0.0512291562662397,0.436677881267966
0.96772264928127,0.292227428853015,0.628655928902045
1.1250529646511,0.144327589876334,0.525694365661425
1.01255476842647,0.234019199816028,0.596591725726505
1.10531094056867,0.222722833803408,0.549954828758685
1.13164779521144,0.151465582847267,0.549144304696637
0.904537632595843,0.164236941346568,0.595827688741804
0.850367656908042,0.232324469621144,0.681510240858411
0.937230465661329,0.330825241695649,0.605542733307522
0.9410144186944,0.150169649229482,0.596477522000686
1.09281400322621,0.183683954469242,0.584481367594599
1.02804728968276,0.214540920932356,0.625073927905631
1.1417930453731,0.239140403082414,0.578984865275404
1.10853196304244,0.232541034291443,0.540790404704872
0.813776081898682,0.17922351018894,0.676044553384283
0.771049355620928,0.283092991292534,0.696676099283663
1.22807335364357,0.0937673421803114,0.49084852668177
1.1414999130065,0.170436162066462,0.512596108878524
0.795305372085147,0.392311710874513,0.703022639251252
1.12889924030615,0.182028955956946,0.556598884404496
0.855650708479765,0.221290384547659,0.653862982006567
1.14496849449678,0.202454375182036,0.579673827277248
0.819634463415795,0.396032862477817,0.670034435017796
1.15612544429542,0.138453908291103,0.515048051889507
0.589544304543136,0.388483415178995,0.785151492513435
1.40496820953638,0.21369067958214,0.462521725502532
0.8128803611448,0.209656235245005,0.687594019544658
0.557043200170323,0.398260478247334,0.751541837568991
1.04116696023743,0.164428053274845,0.572240361447234
0.679494791596195,0.31831865227586,0.737444052706261
1.0101703775357,0.195579339004897,0.566822308089322
0.986763706692067,0.10913847243421,0.569850171450711
1.1117886299526,0.188715542914813,0.527702366205353
0.952203255207246,0.222771650068472,0.609752764259325
1.43176554800944,0.0192558080433534,0.490837287336616
0.897974551200649,0.123928430878295,0.623648553562176
1.13522961973314,0.194082481450991,0.573221947468745
1.25454168129836,0.220889886447015,0.512988477756849
0.869848051751173,0.267686914516455,0.617481067831498
1.08561092083195,0.201219776027189,0.580521282522429
0.968342378386911,0.282852501085221,0.587236837857242
1.25579453825822,0.0829780494101821,0.532118279337473
0.906866978115065,0.269765119890451,0.63462249068692
1.15763092527247,0.148360547748439,0.564800404032905
1.27541057211672,0.174550846991578,0.468578928284699
0.993512548575983,0.130007039648399,0.580796393005914
1.09693451073118,0.11452202598238,0.56436278366514
0.975699392144927,0.162438881301133,0.619164952324385
0.990982062290544,0.276092704989392,0.573587752887029
0.869413245840324,0.187195963413243,0.651398057000672
0.800438336945632,0.30074976414253,0.686594229856839
0.726851998449679,0.236610194639852,0.707386474054074
0.741934199887412,0.250977035915179,0.707899921304169
1.06038096124883,0.265362143488952,0.563269785317615
1.11888920271956,0.126791862395743,0.586820826174463
0.859364132981117,0.319704376278898,0.646060900749128
1.01179335967223,0.215033687443738,0.607527789110851
1.2056699063151,0.0290894008683636,0.485196453324039
1.21426577143474,0.014270010950489,0.481526143708482
1.10372761786882,0.101701876702567,0.551694712482203
1.07192475206028,0.152706855630006,0.580952012486206
1.08050466638876,0.225293145119118,0.584740712379416
1.34382866333948,0.0847113132795266,0.488649671484215
0.686380476152417,0.323002528922458,0.711604841952766
0.996307221758815,0.259985436063687,0.610208442191387
0.908102071491874,0.20008483129577,0.62721589840235
1.13648290166861,0.0830972266558194,0.55778875421455
0.837986764811803,0.201970640488764,0.655716201802875
