"kappa","beta","tau","psi"
0.462360788469498,0.49813576127923,1.01076171767734,0.364365040127894
0.771722135032274,0.780968689158412,0.485775296651322,1.03598490133461
0.393617750837902,0.118689467109652,1.20063685334096,0.486760796099156
0.501395621894264,0.412229070205865,1.00518642626116,0.707929761569384
0.351033928742421,0.19521406334325,1.20188516396904,0.22523373470297
0.823954678494061,0.715982227915592,0.422508771614253,1.01280239641954
0.683159335715862,0.587392264549059,0.656493856396733,0.751448163073874
0.360226889009991,0.193428620169753,1.4407690459495,0.211840058213784
0.463739851076279,0.435162130688619,1.06823021665605,0.371406930452267
0.653155548516897,0.645076829248588,0.679815124906883,0.668885663827494
0.437103864440363,0.394868441237534,1.00870987492287,0.541971949316179
0.307000422789795,0.198540951695107,1.36105116964084,0.267893486257982
0.553763226731018,0.390867732549174,0.910323017468724,0.808455653666053
0.29279829811759,0.560506132856435,1.41440340376482,0.187175928713332
0.496878902808656,0.537691910187616,1.10887889820972,0.365268068930649
0.356812213321046,0.457567578691278,1.1706017717557,0.385652863499849
0.320998130628256,0.0902347377494694,1.47750806775291,0.445902300704656
0.237030524771537,0.15410670136825,1.45879763663682,0.421051831880686
0.321217887339717,0.11791973107369,1.46888449179685,0.193237475084344
0.556666385794164,0.64656966455297,0.895533900695789,0.505867756349601
0.748633570184108,0.801087201514452,0.488656339562093,0.771080771094899
0.544923471720865,0.594301771215585,0.793653465318812,1.15422825272494
0.44701071362868,0.348713949283933,1.01307637263226,0.772300257464645
0.663809387389847,0.851274847885238,0.687173612175153,0.518354446181977
0.709499906181775,0.827883015999002,0.57286618500954,1.25121508650473
0.755978126538077,0.795100335512332,0.546608996554706,0.35283006369845
0.408996701431034,0.6755634158148,1.37821969226283,0.379296654777507
0.548601230759157,0.733597430467614,0.965993366175403,0.270606396612582
0.417533784444748,0.574012978182952,1.18357135000827,0.682494472774871
0.474107509334211,0.51266701397489,0.990781452414347,0.450873777690518
0.557776427304827,0.454425464975438,0.826073633794584,0.740323279427779
0.463649720511196,0.608833143666736,1.02764713550055,0.367065268062703
0.46717815700001,0.66677174252658,1.08482527234798,0.660272103834516
0.449526970978937,0.293252173281499,1.34975986715965,0.234167123226906
0.0794632229084784,0,2.28293120718697,0.165856118975185
0.409790075851158,0.523503326308513,1.19930656587045,0.0117200602534462
0.485195603305424,0.232850714237042,0.97195070095936,0.707846116644206
0.399841259033691,0.504403958962993,1.16670859243851,0.342323728603445
0.566075618481254,0.60286849048036,0.820984929833467,0.695433465144613
0.700866758672594,0.832850405464386,0.534850235493402,0.530213508128873
