"kappa","beta","tau","psi"
0.786883824633851,0.0874662988747916,1.11907303684765,0.716866252421398
0.797665777748796,0.100609885089442,1.06265933526332,0.891136669597278
0.777517033902527,0.0676219728242649,1.05857395269178,0.725745920432961
0.808281080999577,0.0791781943282781,0.9515009949991,1.19228593552179
0.8154228497427,0.164880142143047,0.921778288384956,1.04429726246358
0.777262014960766,0.0960390707645531,1.11836742288199,0.869085377323158
0.788049552759554,0.0963393858073485,1.04809496160401,0.751902541960197
0.756018654137652,0.134560097164657,1.21429515835691,0.479316793650733
0.805826630911761,0.109880023287419,0.920770116216427,0.932908137478109
0.796439636384445,0.0867161842915378,0.976886184991048,0.98863619356442
0.802607606040138,0.134486081568941,1.04953535868459,0.684085446108839
0.833208433251132,0.12979668283566,0.773412495014501,1.52050044822728
0.789802602685561,0.0876036268718051,1.02366132492132,0.812062686260486
0.796736538892009,0.124917664625444,1.04822966893391,0.885680857120718
0.810655492636483,0.0990083445767043,0.961680752899303,1.03915277477888
0.793355826733196,0.0961312738220175,1.00925014223507,0.644100535703736
0.819047927533512,0.150330644644682,0.910912732796303,0.971284997238284
0.777173951489426,0.0733443013723672,1.07580416220905,0.710590951036346
0.789840672458946,0.107710594573886,1.02557751840035,0.860682390137627
0.822310162648248,0.113250731763186,0.898755197325161,1.09572852249791
0.828593980625538,0.117738631140369,0.876398977061627,1.19272678046562
0.79924602659676,0.13438142279376,1.05656816202125,0.649711715968827
0.789875580272782,0.0543026609549228,1.09201660932235,1.08054775395066
0.769980344176889,0.116543710096857,1.1595290850043,0.708716373956113
0.750782166342322,0.0318209569760979,1.46016728740034,0.450685010000104
0.853845722315845,0.137757676197191,0.78967156232749,1.14522364096481
0.787307105549672,0.0442855376927016,1.06006138594043,1.10667317447077
0.791553664288326,0.141440113153342,0.984075150894813,0.548283938549079
0.812103404957041,0.133267354671908,0.969922223611757,1.00832902966038
0.812884294469116,0.114798240695737,0.956535486673878,0.916623640892391
0.78251253858073,0.103265889237724,1.1026614293957,0.903041653693737
0.838269311398733,0.109521477909872,0.782453071452932,1.38796755659881
0.817632407967811,0.11980719746042,0.898160390758529,1.08423747809652
0.775467732558344,0.0931387667915888,1.09773825552226,0.497245013769496
0.813733837661149,0.105494873302477,0.960202066856778,1.29971000578415
0.7998224548067,0.130441876245477,0.984272989715454,0.833158705520739
0.775599470465294,0.0867601372718672,1.02932522897569,0.727369989296148
0.782861275478448,0.110982279850937,0.982987005909066,0.749806721650827
0.809081072413568,0.101850882784682,0.892164148611395,1.19455268350617
0.789934043194793,0.0861366533831284,0.951388718370784,1.02155498484958
0.789426503115231,0.0533129205588074,1.06192214478989,0.920961426021772
