"kappa","beta","tau","psi"
0.843858712564897,0.185771667618546,0.727618399447579,0.874199584150858
0.801723870643375,0.0762649312067321,1.01438067778849,0.771026948295239
0.829953224759719,0.0767896981501344,0.679506913860162,2.08903934452406
0.840963357858899,0.198219637149232,0.831125491829394,1.56807059510839
0.786953563763832,0.108988965157701,1.00941401488696,0.479328962442955
0.779135374529432,0.117793527839153,1.03187953019849,0.516360633566486
0.774124388212587,0.0612613784558854,1.0408348191164,0.607434113377535
0.83149446359564,0.135631614430852,0.76097100240209,1.55344157010019
0.819425082819892,0.151776409194238,0.883372494845089,0.91905472687607
0.8651892283019,0.166039219363658,0.6667740768188,3.11120521479115
0.826990500765721,0.109738955747088,0.883040484091759,0.882217424154231
0.760605450022967,0.106071633563347,1.18500302238632,0.544933395665733
0.712520946058437,0.0462031588780848,1.39484836972446,0.459701558919087
0.831124392768291,0.123407103131181,0.954147180859158,1.54321328997939
0.744242238869551,0.0511572868030105,1.30385306624303,0.660926760720561
0.763829619184439,0.108918552620031,1.14967741381015,0.534480490282266
0.803423396690614,0.0805881771475493,0.927448414413684,1.17297839735182
0.771571128559732,0.0622187128271798,1.03935136505322,0.967513544132835
0.799225599098747,0.111720461169035,1.09301583850642,0.63042959302004
0.828046487351842,0.163997187134219,1.00695977006761,1.14906561237917
0.815819349589916,0.0579143423947389,1.02404441628007,1.21895728734861
0.813595099411212,0.0943673637042045,0.949546563599284,1.23918255210545
0.812675795465244,0.127048917203117,1.06512542698462,0.937641077538428
0.756257050550682,0.111673494099167,1.34399862326354,0.566510933675322
0.688249220017096,0.0706932371861061,1.36671541944505,0.0321198589681584
0.710646272642199,0.0558197974741008,1.49364394062097,0.196741204000837
0.724207425073202,0.0555908308771104,1.56153755923553,0.251733945016337
0.75274876122351,0.0611836560148534,1.32576114231954,0.45557365941605
0.85345175914721,0.126369547815827,0.799274105611114,2.3250494235935
0.771245306416321,0.0574389649541789,1.00331808605802,0.773226681644588
0.785228726227421,0.0754975150234427,1.07471545395799,0.605392513729072
0.745919134490179,0.0561496921885863,1.44978541859904,0.315945117511064
0.80949820255587,0.146396498023295,0.85382905614459,1.13669788265195
0.726665346934331,0.0588862414510889,1.31801969708266,0.455619150739967
0.797823518626165,0.143337783406396,1.1010531175619,0.368462768971902
0.824676009491255,0.105962645823647,0.986022122621179,1.04935905207632
0.763606376188214,0.117310160252773,1.12854316007747,0.41281490513078
0.754772247893798,0.0370676946196765,1.11921946061271,0.546984793473654
0.764973727395155,0.0229936933150732,1.09475237779337,1.18480275003558
0.745337904922407,0.062280733254214,1.22543400151338,0.027869723861085
0.768493696660756,0.0802684750534978,1.15614247887618,0.788859317410472
0.809197708714381,0.0636574089198225,0.884941026982699,1.20449250031524
0.853824419683555,0.122972625570369,0.706612755249694,2.62347552863341
0.839887519370406,0.125085491938124,0.711539863917917,2.2156931059879
0.811989430028599,0.0811860150782192,1.02916986002345,1.39888203186064
0.753941447496492,0.101489276615258,1.26375672565802,0.584819952334353
0.774456464272756,0.0800818390063545,1.30409272357492,0.657779052636443
0.735933080549734,0.0515352331840641,1.1914699405596,0.510314728531103
0.832281869590853,0.123284315483682,0.844628504740465,2.44039674313458
0.814395312577417,0.0990537718534081,0.935447624609819,1.69832346360268
0.750152190021416,0.103372605991685,1.18827618425815,0.372558218831812
0.744132237234567,0.096068859927725,1.33000063085472,0.17084744529592
0.765177546301465,0.0738453014742145,1.13607103099351,0.388069801432393
0.782342439452896,0.0820680379931813,1.21670576345831,0.372398755753146
0.818432863367419,0.0598368394695808,0.973199852350632,1.22784809310601
0.771510871611902,0.109997763912211,1.12782233772365,0.299137645358254
0.814349427802662,0.127448589753179,1.02070684594096,0.467717598327809
0.773603392907668,0.105067343319872,1.13469979474677,0.423987977300408
0.819607535864603,0.0885961004804147,0.938762383360605,0.788918061081121
0.824108620517172,0.0773056267198626,0.887196118111386,1.22685831555677
0.804175164400465,0.159606880003293,0.903144141785055,1.26883050908227
0.807129228356212,0.156312533922061,1.01488600038961,0.575781762077439
0.743734714483783,0.0559730512318208,1.20700949478138,0.651556209693629
0.825277357458441,0.0952908445400582,0.919041099768603,1.50227417353087
0.792927685095568,0.119223545702381,1.05648295064241,1.12166630147383
0.837581245037513,0.159060294978821,0.777336161250461,0.780289927900117
0.766522116280015,0.0562057495502423,1.14871118790233,0.701089117339521
0.722017782686324,0.0194009015975355,1.45607085428903,0.399647480014465
0.76425708940582,0.0336534101406372,1.29187115005611,0.526210390079551
0.769762934088459,0.0888669916904106,0.911278306877879,0.481715718626813
0.817759447450702,0.172829359563937,1.01653780211999,1.23094161426757
0.832638124036368,0.173112557135368,0.887352666359174,1.5035076110142
0.835515481643476,0.0869855496728382,0.733600951870095,2.04871992219877
0.778522408657947,0.104188680254481,1.2012944554393,0.815027912604141
0.755449602846639,0.00450182851074676,1.39589366695139,0.712525442100398
0.762452265678219,0.139778097382604,1.20389191754279,0.54913642575625
0.772858637026708,0.0500568252509092,1.1429753384816,0.659932554441639
0.77573570877394,0.111717644338062,1.19712278656471,0.404548231235813
0.779798968288863,0.18205089527774,1.12610807617075,0.29658704357608
0.870383728990658,0.0931350799209724,0.62449119372301,3.70921236531841
0.787795098580623,0.132880809263946,1.08266940704166,0.502162501634514
0.797181321784223,0.131805526145351,1.15890592732495,0.62333100637612
0.799814282070197,0.110029274693004,1.21192433634703,0.786675955200825
0.813345330085714,0.0805298521078842,1.03593341802429,1.49958761887442
0.792554402819798,0.130255172893442,0.943877467169917,0.534282748261878
0.730308976807717,0.137071331201035,1.45255585091363,0.354132984140911
0.808127003742304,0.108312995991435,0.896430638515958,0.642225890799604
0.741843213075215,0.0865074295457449,1.36616571640596,0.26572680580748
0.797406703356349,0.098384600394697,1.12560835615213,0.685964701486199
0.737757874026363,0.0277876732616934,1.18690786215668,0.686219652315035
0.780100643544333,0.119865004649466,1.10125597712998,0.707160714939775
0.777001483526668,0.140130597049165,1.22827582873511,0.385872314319513
0.838185925495868,0.135200840229826,0.822015498480992,1.30071264628626
0.828211736777924,0.13401391861524,0.867187152745038,0.986736828769986
0.830879288261837,0.121650643056436,0.894986806518359,1.82037529468191
0.770776938007634,0.0724132479054751,1.18233255375662,0.84158920593852
0.806399736225226,0.114113578284537,0.919601252930177,0.979068313638653
0.762097452651048,0.136560495640068,1.08721464138471,0.64874738239099
0.834476255030383,0.18589806540596,0.855757761492922,0.965561311599404
0.749055362475877,0.0539903747263256,1.2577345232709,0.438171423873582
0.774706512610321,0.108168648868007,1.10844395795722,0.647854857940847
0.773812988941126,0.0847769027816654,1.19743403654568,0.770402152238344
0.747105907142725,0.0568441365818989,1.19467169465777,0.544867754628725
0.78894498372268,0.134561907458291,1.03543590985653,0.888167094974614
0.76995680554321,0.0972200598792733,1.07108111339082,0.645734082413392
0.825862886279912,0.142452476055433,0.826454741715536,1.36593666385385
0.805790466906138,0.100950528726232,0.964832960410309,0.997588276849019
0.798946650448848,0.0746612126467137,0.940527569200289,0.592262309956238
0.774775932598297,0.106740547493391,1.13873288478301,0.46791537634988
0.814885317324349,0.113237033227074,0.861153503807126,0.961296675974196
0.809716594361341,0.104404255790838,1.0016518472819,0.943010259320266
0.876470015456076,0.190404574691293,0.651991258422832,3.11110183959848
0.704479727484981,0.116814436507864,1.42145251079724,0.114956732458918
0.777596286612721,0.0893183115388094,1.28949673021944,0.307907939711509
0.795037466898534,0.0632386831584378,1.10228850301968,0.804998280316453
0.781249332817171,0.0893150918222667,1.01237808772213,0.784574026171533
0.769933308810077,0.0924903099056549,1.24466079933748,0.440669012485105
0.780978040095398,0.103698704224631,1.12051634687194,0.318969388686756
0.820955154523879,0.151442247391901,0.854760092303003,0.682851592376682
0.797316770578995,0.120920802554506,1.01422688002271,0.771226630699647
0.816177678813574,0.185080537673237,0.92168511842874,0.838630479638503
0.783133473263388,0.0376693660220635,1.03748946390795,0.881990915106994
0.794056269490383,0.0915082101730512,1.03878017669051,1.26637626359235
0.842193350677819,0.0859770720023706,0.883717236204212,1.62057033525626
0.813303799662286,0.129223790879881,0.88867391360752,1.03996516383139
0.792811345772638,0.0833121233797527,0.975858561410877,1.12061665108938
0.815939503227775,0.117141333158885,0.866924939797178,1.23751904639448
0.788057623098041,0.169963348802642,1.08429720023042,0.685490018979459
0.784134148286053,0.0619831088366369,1.13459091660851,0.864336458224586
0.815695236267591,0.0816568571505512,0.887243132607815,0.865377239450584
