tau,kappa,beta,tau_se,kappa_se,beta_se,convergence,length
1.0675647639678745,0.5731395081824276,0.10037698288816081,0.11649861072717818,0.048925859919620736,0.06103272977255427,0,500
0.9682685614576657,0.6537541363758261,0.1773555379672237,0.11977326603566563,0.04725888205434524,0.05696384766881037,0,500
1.1371719172993782,0.5572503513577345,0.05544224314474623,0.12198754481393195,0.05021773812320394,0.07226535578091438,0,500
0.9682489573183582,0.6331035750106793,0.24530404025587685,0.12697786306749004,0.0521002149097524,0.06000750356794326,0,500
0.836329116251651,0.6520555121322288,0.264427511027561,0.13272080903677905,0.05798123891845195,0.06571540669185756,0,500
1.0089049644593544,0.6310465742818271,0.25906720837062014,0.15189578403845524,0.058306340063160426,0.06716373035330617,0,500
0.9903842053286697,0.5862063980437348,0.22857151111821947,0.12656323714597162,0.055502327830597435,0.06186135828928531,0,500
1.017562546976738,0.6007987447890115,0.16292971214765337,0.13227093322242284,0.05430325289176876,0.06778348325735963,0,500
0.9342552047601911,0.634295391033692,0.20230618826654545,0.1178197394568229,0.04954866450938888,0.05641089599147986,0,500
0.9465815121058428,0.623783956406658,0.2754155636757815,0.12753489716826416,0.05476001026045922,0.059434952435921715,0,500
0.8834472521771145,0.6256908596956087,0.2776434116697157,0.12733479978378195,0.05856169266819391,0.06490019818457575,0,500
0.8556440684183158,0.6515568591672266,0.17700469500127683,0.10304330868077922,0.04595839135000246,0.050686925863434804,0,500
1.0644630829682813,0.559921324892239,0.24557964704445975,0.15110631924495044,0.06458273297589949,0.08430424301892547,0,500
0.7948563761435856,0.6655105642853537,0.20694066652841445,0.10391861331229633,0.04660803295789902,0.049143151732637703,0,500
0.9629464375945184,0.6221835363467728,0.2318133592477987,0.13210887015257863,0.055062549803013436,0.05971057291515143,0,500
0.8948696361897671,0.6298366594864878,0.26015320275313314,0.12553367781999863,0.05567007835332669,0.06335505117154741,0,500
1.0974388592248678,0.5489399273345374,0.16021359249765837,0.13063030142217846,0.055853699813716,0.07238743401318296,0,500
0.8407203867552008,0.6310206733155264,0.21945727642164373,0.12275412605628722,0.05697976011980068,0.06716087985614141,0,500
1.2230700315965077,0.5559637318481712,0.10679913516306709,0.14373784639939238,0.05373526177639263,0.0733417702622476,0,500
1.2584804873176056,0.5163069162878986,0.14295487557291953,0.13653162320055112,0.05490366527703754,0.07594510482793317,0,500
0.9292538010755665,0.6281415788206388,0.23919688085114102,0.12034756601445984,0.051613771763547124,0.05570297212004884,0,500
0.9069175866862802,0.6389298215730482,0.2592458317679694,0.10804633771093129,0.04813305032521502,0.0512116104125374,0,500
1.0133691685249604,0.5476113148261684,0.15943090983831082,0.10218941163952157,0.04809879978536058,0.0598620252964828,0,500
0.9665060822335253,0.5889221859875519,0.1296671123748996,0.10243723899137103,0.04675988117273947,0.05479955622552162,0,500
0.8590672931407128,0.6554964616980911,0.25068518638725507,0.1156218778004407,0.050944548500805334,0.05749449364254299,0,500
1.2148647356464068,0.5324641807658472,0.1640110615259186,0.16471285333944874,0.06381773787583689,0.08452079215557337,0,500
1.0995667916982834,0.6079025294905945,0.2030707305281679,0.14111723172734947,0.05316761610986016,0.06264196668999511,0,500
0.8246190009584674,0.6608169734585535,0.24930367089300678,0.12057985625215538,0.05276797817391665,0.05722690918657591,0,500
1.129962753762586,0.539548779382243,0.20733203902956257,0.15936406422158822,0.06593152181156534,0.08718870678414622,0,500
1.256827911618247,0.4731641427956096,0.1633234876398914,0.13093168672800315,0.05708445599217857,0.08458601880839862,0,500
0.9837133285689449,0.6026904834219623,0.17161996639556637,0.11847809528333561,0.0509990460510463,0.060934377772626835,0,500
0.9496890576002429,0.6320124984272838,0.1786096361957749,0.11662471210504212,0.048989909437634344,0.060022106885965085,0,500
1.0784288250722514,0.5873492085573512,0.2521634953132737,0.15396487710515128,0.0614043969760636,0.07414323774629591,0,500
1.15473960412671,0.581579134521091,0.09913705492040119,0.13532705835902847,0.05117166277287719,0.0675076229191075,0,500
1.3867217028273768,0.5073927873910026,0.08113879869118992,0.13881859020936596,0.05062228989046038,0.06982236530174478,0,500
