tau,kappa,beta,psi,tau_se,kappa_se,beta_se,psi_se,convergence,length
0.912775507355442,0.5357742836046304,0.5225750008760828,0.5780888506909542,0.1279009309118546,0.062325337304434666,0.063719673097766,0.19272676555412283,0,1000
0.9163899481080089,0.5589685701563868,0.6138536421642391,0.7749599285577722,0.14972391544005484,0.06953701047509403,0.06364712808674573,0.23617310526760782,0,1000
0.7505102942755602,0.6100756005624672,0.6122721553694477,0.7983185024994082,0.13680737659227835,0.0691861955326594,0.06455771110975321,0.2693085292251307,0,1000
0.9449771886147433,0.5131382388783386,0.5413301992497959,0.26487862419876523,0.15137863211687413,0.07521223460788354,0.085848384689673235,0.1482432569601787,0,1000
0.9658710683549405,0.5370074826691273,0.418442162868323,0.5575737147432834,0.12022130485466488,0.054606950421378656,0.06201108065307975,0.18315953292224424,0,1000
1.0915966524608047,0.4760850283413249,0.4792287559029253,0.5307413605198644,0.1308990790697764,0.05975278676775277,0.06578450717332732,0.16312313887508062,0,1000
1.1845011748101497,0.3695164651234404,0.5990803680294278,0.36680866400790657,0.15597403007467428,0.07960815931497656,0.09742184582094415,0.1265935524157626,0,1000
0.9022520012955527,0.5351760832329635,0.5008871233048657,0.4757655913834248,0.11827815306530785,0.05774642839297098,0.055697922552203696,0.1780226133371579,0,1000
0.9667501697646328,0.4925510162503889,0.3774068207797723,0.4000467991644995,0.11529168730670449,0.0567120668473168,0.076037816304853,0.1533013777858508,0,1000
0.9458971688898029,0.5210880170167657,0.5875303267839371,0.515067022067161,0.1419737789004997,0.06896339206718642,0.06508774080434147,0.18347400135537018,0,1000
1.0289356870227304,0.4906540617341879,0.4213258520936918,0.5258953530018905,0.1262705428552984,0.05920533191797796,0.07799234148322894,0.1664461543686537,0,1000
1.0897183904173142,0.48939266047647756,0.5092349866971918,0.6327727564710476,0.13971768694766673,0.0625190206795687,0.06869232370302394,0.18068350142523373,0,1000
1.243222181646987,0.40838784315333637,0.4520472677870114,0.2665998022467323,0.13981168363772697,0.06359073570940221,0.0845681345963609,0.11715945234930338,0,1000
0.9177704935364224,0.5410919265562419,0.4361196127070538,0.6919139637999154,0.11297558627556688,0.05230340962941224,0.05670446608612499,0.2040501796964409,0,1000
0.9342924021714328,0.569483145915534,0.5846652930009573,0.6840209027489997,0.14643417137799966,0.064741937117176,0.06013883510450161,0.22264402714494264,0,1000
1.1508009126608154,0.4334129044617444,0.39167849949991346,0.5100551276972203,0.12695767565608862,0.058324766259484954,0.08503780175658562,0.14915027610002782,0,1000
0.8919569494703217,0.5494829516724258,0.5434249598433347,0.893141155717737,0.12646002424879502,0.05999464701042281,0.058083535514467606,0.24449343444866709,0,1000
1.0857589367897658,0.4193900772947055,0.520066011854048,0.37966110566698896,0.13285558439503783,0.0676146968036958,0.08074043303001646,0.13599578267122567,0,1000
1.0592079995843655,0.4376967862386752,0.5024376588052779,0.5134014202092916,0.13071094212086498,0.06572305577505023,0.08088730826216044,0.15566886336977484,0,1000
0.9251123860127938,0.5370894044848388,0.4632625791631753,0.5358612961026633,0.11606666809488869,0.054447871428025686,0.05489938972988951,0.18395519808274097,0,1000
1.0799840542815429,0.4700734688096008,0.5150066973922602,0.27385212461218256,0.14773430940289609,0.07005411397237159,0.08255644767962708,0.13426379795257093,0,1000
1.0100308528832125,0.45050952552844936,0.4940562812881976,0.6090425146200739,0.11798461513038337,0.05967284797961837,0.06583862498761237,0.16984195051546108,0,1000
0.925765781666073,0.5227146770405202,0.5551427755389192,0.5891225423140892,0.1317432102758506,0.06482776268289946,0.06478217113636177,0.19116161030208859,0,1000
1.1922297089531724,0.38748405526668545,0.17332900329330278,0.4497723514875478,0.10077623234121727,0.046084647285703606,0.08290164977295382,0.12827245096184148,0,1000
0.8826191478791,0.5225186384825479,0.660557428128389,0.24226360521956963,0.15283652814891496,0.08080520430513853,0.0648785800572964,0.15023788933242133,0,1000
1.1466352886817095,0.4176067510130673,0.3026755012348921,0.3685165622347103,0.11572402525086262,0.054665599420203784,0.08948493980301775,0.12849616982044063,0,1000
0.9985018892081063,0.5363964448035099,0.459330261579204,0.6411921479020471,0.13027862415764965,0.05767223737599285,0.06548199018977531,0.19453039066311248,0,1000
1.0395517139529908,0.4445142264884409,0.4416972917723649,0.5359362377715197,0.12788504267900888,0.06428901088308932,0.09250761658261845,0.15963893365876491,0,1000
1.104058488712833,0.49099231851476693,0.5005810124065013,0.44669868329792733,0.15526111657189362,0.06889717757577814,0.08544850926332027,0.15985500308059938,0,1000
0.8578495729302874,0.537405089270099,0.48234941968025874,0.43776808730975975,0.1241280219445164,0.06388905109498662,0.07466784612232065,0.17697222374536878,0,1000
0.7251053497912037,0.6148885237302721,0.5164501700773934,0.6110824358493163,0.11605272072541865,0.05935027197243424,0.06140575121295176,0.23384461196812154,0,1000
1.0415488749420776,0.46899614105011267,0.44731957638509084,0.5333390415809358,0.13260765778385972,0.06366924294410145,0.09048245930381055,0.16454651799668066,0,1000
0.8798186906627713,0.5540302058130917,0.42435852643028793,0.653249782718981,0.10855599169564516,0.05119498390964341,0.054389353817064334,0.20305429962311528,0,1000
0.9214885693896331,0.514191199031577,0.5781179321288853,0.369754958098815,0.13658312835115996,0.06934205113994157,0.06445548185044427,0.16193351912170229,0,1000
1.1130355003379788,0.49412939934099864,0.6194245877238692,0.36029048314245754,0.18214742717321072,0.08069072135779558,0.07792179493567485,0.15402218157585618,0,1000
1.0229118401404036,0.4867952072519033,0.41221687522846856,0.38710454700950586,0.11852967209120975,0.055868875473173436,0.06639394487424283,0.14911476314300348,0,1000
0.9855576654614547,0.4714091406648453,0.588225911601311,0.5122099735960712,0.1382591240912913,0.07117747281686342,0.06965465687698953,0.168150082040407,0,1000
0.8530249506712799,0.5858122065560442,0.537292998332983,0.7176016440030473,0.13013283551087357,0.06066139996378408,0.06132943702400651,0.2321258017398092,0,1000
0.9631979230526542,0.5387724423126363,0.43792615518756317,0.5550662184908626,0.12844669363948819,0.058495212982845636,0.07133685278008213,0.18566842119421345,0,1000
1.021649163681876,0.4835940619910011,0.4454247177394659,0.45777467536416894,0.12612625207421257,0.06046963569509423,0.07372223193394258,0.15813041511802423,0,1000
1.2285415674167708,0.3856920542787031,0.4231685982681876,0.2805887414289241,0.139118362626513,0.06601671872165532,0.10500172025970224,0.1157713766260423,0,1000
0.8904212919914337,0.5639211427664906,0.5630518732668511,0.7409443139643089,0.13408658065652745,0.06284128867173269,0.06060523906911468,0.22832738839099126,0,1000
0.749577326207491,0.6110475907234183,0.5168575248606739,0.5579844229336229,0.11992563887703972,0.05988238662429912,0.061747948383607094,0.22275918451140264,0,1000
0.8267000901084139,0.5584085107188538,0.6055744838029039,0.8678025046643306,0.1279172661402956,0.0653310993647802,0.057842133889195825,0.2506625906395223,0,1000
1.0142140469109164,0.5319405365017363,0.4556105094375817,0.7491815218611788,0.12513055686809957,0.05430397899792968,0.059750515413990235,0.2049265349128058,0,1000
1.0412261855305898,0.5132815320101702,0.39795999577268804,0.600350305097256,0.12378270198208748,0.05433877595460386,0.06803174325329632,0.17909067023931463,0,1000
1.1089234035382927,0.4623416819196528,0.6426766477030529,0.4971470491993367,0.16630746153862613,0.07839743815367015,0.06967476977003652,0.16314682649335138,0,1000
1.100206340047804,0.42407005729580727,0.46394662698701467,0.48871415703631155,0.12669015829498925,0.06232081406369112,0.08136316521221357,0.14763126893810752,0,1000
1.0464180243073917,0.4987637326620575,0.4076692062141265,0.3795738751706361,0.12380452897951165,0.05587753589286612,0.06702408464097666,0.15073821714800242,0,1000
1.0089361608690917,0.523619437867517,0.5523425589752201,0.5662975260395255,0.13842142888416234,0.06265618065342683,0.05965362372309489,0.18493709247195397,0,1000
0.9473992880211417,0.5578032950892738,0.5544240784273191,0.33335744229937003,0.15754362663448862,0.07148853701821549,0.07324626941860206,0.16894482377091724,0,1000
0.9999082279553032,0.5303822901787439,0.5043598626812831,0.543434545764102,0.13416518362285174,0.06027986923847747,0.06258538196309894,0.1822696739918351,0,1000
1.0549080963407693,0.4869835540391022,0.6490119653724485,0.4327699735293572,0.16344074027924071,0.07721058835624006,0.06595143498686133,0.16174714881125662,0,1000
0.9456383858167532,0.5197851132235496,0.5082777048595625,0.37965958194417554,0.12703390711633578,0.061659494307837674,0.06260241792862785,0.16116269554465962,0,1000
0.9264022998023338,0.5118618248221892,0.5284687493499113,0.8152345158970131,0.1193843959338884,0.05864927267025855,0.05791940524787356,0.21616512515610084,0,1000
0.9661544917171135,0.529729521680274,0.5562960781725403,0.544915130298682,0.14101788209561328,0.06607830253975101,0.06602037293747415,0.1870222217588645,0,1000
1.0934128732382797,0.5033944884896528,0.48883275504684964,0.568089286305634,0.13772816620358816,0.059109344375852996,0.06397121835619184,0.1757121057012312,0,1000
1.152620191093595,0.4331282339470327,0.34250600223182237,0.35499353338152323,0.12443667752189065,0.057434031988762055,0.08897594514737692,0.13092365710187728,0,1000
1.5149085718936524,0.23838115495105325,0.149856882233432,0.19780521686182104,0.11524027958236648,0.05306145151858971,0.16366752184666905,0.08399959918027124,0,1000
0.8702895739329315,0.567740197513508,0.5324348976916291,0.5629860518282789,0.1257925614711772,0.05999577111021166,0.056863388850075004,0.20191952177152594,0,1000
0.987263819042477,0.5288580766092287,0.5519672961395462,0.6495792486424201,0.1435508888329641,0.06610427218116674,0.06772803662080065,0.19984243819420575,0,1000
1.1730340543142916,0.424270933905976,0.4898687653850239,0.3288726187125957,0.14309686309577319,0.06718073849440707,0.08563272915130689,0.1291785931104324,0,1000
1.0514110414594944,0.4825044446940518,0.4684063157188838,0.37990052174373595,0.1250005269077816,0.0581375669227966,0.06150601525574016,0.14807867088049612,0,1000
1.0104917072494355,0.46138029429195115,0.4785746259431924,0.5491268165215969,0.12442851464784835,0.062437048317897335,0.07685779369560768,0.16556581143340046,0,1000
0.9067716912271498,0.5702050753144882,0.46542611829756,0.5759568199225646,0.1312858858386354,0.05961249876387885,0.06944817833904456,0.2011712825734072,0,1000
0.8855360972187153,0.5665299500574822,0.4920065411908123,0.3760186975818389,0.1293512573572756,0.06082985571337679,0.06377683722603143,0.1756171822265963,0,1000
