tau,kappa1,kappa2,beta,psi,tau_se,kappa1_se,kappa2_se,beta_se,psi_se,convergence,length
2.1749555462292567,0.19790356949333088,0.5774117406096789,0.1588721375360112,0.5030089661479393,0.2620648826982357,0.03771074944065762,0.0282867733034942,0.036381561500966164,0.1855716860071823,0,2000
2.2603586171897194,0.1714577319502924,0.6079696791544447,0.157307364669219,0.7162297414099377,0.26075737540957183,0.037450535444300014,0.028750200313989546,0.03465124126885408,0.1987643711646513,0,2000
1.9720107616393816,0.19772895512253236,0.6146815759024239,0.08865137364406109,0.8598730188925736,0.3497328213147053,0.036930232175837456,0.028632034386032654,0.03335345606253407,0.40301095041500845,0,2000
2.1146238248267704,0.19975976722663147,0.5805165857931142,0.13267824168883113,0.6864008737064546,0.24615821540784877,0.03574046570720453,0.027096700279518115,0.03429744016429996,0.20529944511396925,0,2000
1.5800316956599718,0.2631608815060291,0.5846022435627859,0.15159314895006576,0.8963275844940979,0.2327806897307402,0.035505514788917,0.028096690544039182,0.03253408723572067,0.3266452937403743,0,2000
2.013766499110191,0.17743699528300574,0.6224431260048068,0.1662694451488431,0.6022585987515034,0.23438759080564,0.03904013957616561,0.029960405168264287,0.03383641745495753,0.19050900443047375,0,2000
2.0793642053991306,0.15796595537054073,0.6333804302188683,0.13891354507742473,0.8375300945362334,0.5238610684887277,0.04453994751114785,0.03389133200369117,0.03250956749665153,0.5772323429366799,0,2000
2.2601290601418653,0.18870497889292578,0.5892434128272805,0.11920209203236232,0.7153900129497985,0.2755462220000612,0.03535158702387744,0.026733122593918187,0.033280641437973775,0.22329958635370084,0,2000
1.7288471278330462,0.23161950759153585,0.593697821967417,0.11396063878889777,0.9996341961979741,0.13384891066413496,0.032922549480657946,0.025489586449817195,0.03323423776353007,0.030884096944221846,0,2000
1.798626622550351,0.23245221726152918,0.5855463560900113,0.1305658288015012,0.7999531752829565,0.271905539654073,0.03614211975276298,0.027716220978972333,0.032296725191315726,0.32139283944236186,0,2000
2.191504358953191,0.18820420500528456,0.5947116484780881,0.16774940632128696,0.3911830694359013,0.2717714766974222,0.03946487209640275,0.02926416075891934,0.03474732286864363,0.17844688765196076,0,2000
2.1477578113673275,0.1907179915143462,0.5961575360748759,0.13179281415283386,0.8988773835191358,0.19130045873866217,0.03393621715912546,0.02616821975815361,0.03273107260395277,0.14051318940239255,0,2000
