tau,kappa,beta,psi,tau_se,kappa_se,beta_se,psi_se,convergence,length
1.4114660666161793,0.7446998158978162,0.12249039047531877,0.5411911740802287,0.23491297680286577,0.04016727965129308,0.038559388392015864,0.32259141320266743,0,500
1.0172788391168177,0.770348658586878,0.12267364775715839,0.6917074923546213,0.17891897222216616,0.037077525272516634,0.03425924185253006,0.38528944570651374,0,500
0.958212811612024,0.817168390440402,0.11586232076524448,0.999986576607906,0.10525934086016518,0.02420330074891283,0.03468375208967461,0.002749310463027879,0,500
0.8834262227870973,0.819277500187581,0.10919041594680394,0.9999935254222891,0.08689151473908001,0.022672033450203993,0.02878681131021056,0.0014148514268652985,0,500
1.115519884362054,0.7757487699389566,0.10123336187924188,0.4357513564270401,0.19710012571940563,0.037486039366282184,0.03584393012916487,0.33093640463542734,0,500
1.0251925311031718,0.7837672262579242,0.0816441160335051,0.627609374705902,0.18233719678159066,0.03597185284154508,0.03359753620781161,0.37453263765759554,0,500
1.0524347415714563,0.8092509580585886,0.10742739610266792,0.9999732748119163,0.12121493459617581,0.02622721933172974,0.03876797410091146,0.0051311895154580655,0,500
1.1244758095077025,0.7623048301729644,0.10935860860036058,0.6626961490478263,0.19774102500693974,0.03889341323208579,0.03830556030537786,0.36645870100557265,0,500
1.2408440783144148,0.7736543222996654,0.07753975277270705,0.7305429299820351,0.21256706516336,0.0363838268549764,0.03605856475959059,0.3744571449789609,0,500
1.2154530167416284,0.7921751391921743,0.07086699156033965,0.9999986126668249,0.1215805691956912,0.024556373647039956,0.03402875425269744,0.0020068514426596867,0,500
1.1178365451055683,0.7711480665002917,0.041114919916865215,0.9997092543007418,0.10192293240812578,0.02467712008796628,0.031063452758486057,0.043810292244055325,0,500
0.8318444193917298,0.8363897054854865,0.12556712548283386,0.999992708521248,0.08974683287770159,0.02219893214979911,0.029742022423493053,0.0022961621558328935,0,500
1.041537772277874,0.8010043357000504,0.11340546424807597,0.6477679714199023,0.19058941867268203,0.03456360153241522,0.03339701119869129,0.39192383920503415,0,500
0.972888487923899,0.8028271688214764,0.09039063629122632,0.9999879703559403,0.09120526410256494,0.022949987176920494,0.029076573938910062,0.0019393523020243564,0,500
1.0276556887302644,0.8180406606470341,0.08980565969888586,0.9999730324869106,0.10620992740055259,0.023115290946576515,0.030633043231920926,0.004232356080405137,0,500
0.9719377006921317,0.8215688783427316,0.05060593363412039,0.9999448307036027,0.09385501028524529,0.02097782803691617,0.026141348096300296,0.011272619038675873,0,500
0.891551748125819,0.8304312444830517,0.07611673757391825,0.9985249256904787,0.0893390204455298,0.020952627402062194,0.026144277112437577,0.04525681450172593,0,500
1.2150474371270863,0.7545939890730096,0.10521234286093464,0.6296120715324235,0.2079893916139329,0.039673362459959026,0.03877248041578676,0.34857988584892563,0,500
1.0212586491189626,0.7896041085598102,0.04328956531847648,0.9998777334407952,0.09035231505280507,0.02255129983947212,0.027313947025596287,0.009650244455053959,0,500
0.9263771935610785,0.8241142083468607,0.12705049117444392,0.9954890541180555,0.14251135491544575,0.027940921930398883,0.033037138347280226,0.3252711376636612,0,500
1.06749184178222,0.7908642203420305,0.11190863111360365,0.8317899685268406,0.1924411322363092,0.03511868965766958,0.033447574709349316,0.42164380525587514,0,500
0.9942386564165838,0.7898604471386185,0.15596223606040718,0.8177039639187751,0.18200703584794553,0.036213426911234005,0.03480145812042866,0.42539943925942897,0,500
0.9980877494551255,0.8018664770359677,0.13514343751265642,0.7118008396192014,0.19903437810695657,0.03702847162305079,0.04073277046412102,0.4193919177109846,0,500
1.1041136902757718,0.7733499339592166,0.15033263889663578,0.6683692054610892,0.20352052095374842,0.03931574587252525,0.04029162474198677,0.3808713910504067,0,500
1.1641985105648174,0.773619885356469,0.09250747161669275,0.760304341865734,0.1949284253905326,0.03569605268618098,0.03346653248927851,0.37809639897737013,0,500
1.1798805684891165,0.7774484341462655,0.0379374010786909,0.999992032248752,0.11136607184073401,0.024752362954068276,0.033064245596576294,0.0038363628968131527,0,500
1.0851666850655175,0.7710300401304515,0.062223902346106044,0.9999502958495448,0.10461239732242925,0.025817705827342982,0.03519538371647623,0.021058082390555944,0,500
0.8719032425306956,0.7945112097461445,0.09506846143477443,0.9999912911426111,0.08810533884394368,0.025830111895140246,0.03369264657321274,0.004125763982089572,0,500
1.0993997265083155,0.8009749995170453,0.07473042027355732,0.9999755184389099,0.10825817197263221,0.02365665809202202,0.03134270629983157,0.004611836591390245,0,500
1.158507617718252,0.7960700670120403,0.07369055858870803,0.9999543138526688,0.12057303056435097,0.02470330082801938,0.03478453506440868,0.024696310988068793,0,500
1.1376456669364066,0.7786274630872186,0.08269025120773903,0.9994044813256894,0.12501649289188566,0.027032503365747494,0.03559251881486329,0.14109706281181456,0,500
1.2482029931175112,0.7411173698496597,0.047075040547467556,0.685156199213833,0.19726922262008015,0.03776215489085758,0.03690067985232227,0.33953891095837224,0,500
0.803559174631882,0.8361658519634358,0.10152519281794335,0.999996273313647,0.08690962565274359,0.022129877356296776,0.0299685253206323,0.0016671584642144763,0,500
1.2108446848780878,0.740873946145022,0.10495443184918195,0.4215255081666484,0.20277522698008962,0.04077289125056355,0.04015374805405907,0.3027371047248238,0,500
0.8852409484001262,0.7975678806539944,0.0957556879060034,0.9891485788742923,0.12888644371532212,0.02914291878313441,0.030243188500803892,0.32679672360862844,0,500
0.9428611968307372,0.8309935498037796,0.09445808666536697,0.9999837147180689,0.10086604191485951,0.022222694919220156,0.029625054412327944,0.005915393937396732,0,500
1.0579685240077792,0.8060306905202116,0.08791506153142715,0.5361706236420398,0.19351795266449207,0.03322397419200117,0.02849681873414155,0.37929023320116484,0,500
0.902213901491528,0.8048998910279914,0.04096982601966363,0.9665652503627504,0.16940409840684423,0.033544715336604546,0.03145200012083086,0.4725616438196615,0,500
0.814980751129932,0.8434875640943863,0.1256594625987384,0.9999792350831878,0.09652390512215292,0.022833967276524657,0.03254591080993955,0.007674069989429899,0,500
1.1896578114917096,0.7819898571837098,0.1613681484022762,0.05339047176108846,0.22775408352672222,0.040218582828943285,0.03592628659358343,0.27585053755209465,0,500
0.9647430707230051,0.7960553771967409,0.07449993574071895,0.9999936636386566,0.0904948913092773,0.02332100441899131,0.030107910005959276,0.0018868274567518625,0,500
1.1375451960351204,0.7553573769192873,0.03338066012569392,0.8661240974800215,0.18388083179614628,0.03575657538234779,0.03414298561177555,0.3823913060597802,0,500
0.9700584633206092,0.8007161592724319,0.12643685851207637,0.9999102157884998,0.10230562333903341,0.025565989389153932,0.03505146201721699,0.009088293655771814,0,500
0.827415928222718,0.8230142031463131,0.07671269134453992,0.9517235365899747,0.15365422373263293,0.030505357810311613,0.027068891269352222,0.47463918217868584,0,500
1.0896481435674295,0.7709366751198975,0.10139334404349686,0.7814625771942451,0.1887288555350148,0.03717173498168012,0.03794053103412249,0.38693384293578503,0,500
1.4156234004033823,0.7349770129844259,0.04132461990694338,0.6107727887743664,0.21748598739371935,0.037695864206406506,0.03557036044543127,0.3191221490797408,0,500
0.8963299866493796,0.8369877656410472,0.12825692059137553,0.9999957657164441,0.1009068250145582,0.022579057967043147,0.03250359884263611,0.0014627974843842476,0,500
1.0046106671685366,0.8064755431394819,0.1073425401839247,0.6089109146414611,0.1933756731621968,0.03491025231024748,0.033242083567076135,0.40015174719039964,0,500
1.0964518697111094,0.7952218716900333,0.12155967772884568,0.8341733098028709,0.20642484292595578,0.03605764790113096,0.0366852387790538,0.42942199670058695,0,500
