tau,kappa1,kappa2,beta,psi,tau_se,kappa1_se,kappa2_se,beta_se,psi_se,convergence,length
1.5859791342111704,0.25346029737598913,0.5519590432115028,2.210211517611611e-4,0.5441823568499649,0.5054460312487802,0.08068298087127287,0.05988200664411834,0.006507076034047215,0.5837397964271103,0,250
2.177320787115019,0.18165298001564703,0.6041233496138813,0.21861315228594455,0.22408106063450967,0.7631798230189023,0.11910730615776118,0.08934359478711991,0.09412003834999445,0.3065094385749937,0,250
1.9629298141094376,0.2973478333803228,0.5266272700413703,0.0022215631888308864,0.7830525618136014,0.614867191765235,0.0768301043668479,0.06049492923535794,0.09715518103269051,0.6671506577870442,0,250
2.0215698123541483,0.19884163719048192,0.5643012333340246,0.13920878274604565,0.8871711789775437,0.6350961263720871,0.09077533373822737,0.07608792346379022,0.11343683353406897,0.6973412280906854,0,250
2.462032966881967,0.15899831088202365,0.5819744514913219,0.30641729858929634,0.22337499631914234,0.828872928874827,0.12841275767234797,0.09724142132016292,0.09872512856610054,0.2571916141960081,0,250
2.7951550257123263,0.24849970292291515,0.4809681585858352,0.15145941635877733,0.24612411881839402,0.7999208571098232,0.09613337923703094,0.07182291442024506,0.0914639394882854,0.2381928580550032,0,250
4.156082643079843,0.1296744861863304,0.4429481253221431,2.862469057418018e-6,0.05004480362342098,0.9167441824620346,0.09299507844955227,0.059731904299605974,7.258557413170655e-4,0.06906654610706688,0,250
2.240079947877102,0.1825032736322346,0.5962550295915544,0.05651735794000976,0.4445061305431375,0.6933202597155687,0.09332171296128301,0.07268577009431366,0.10025928577669818,0.40563921148574894,0,250
2.1760584425552647,0.18517127539580658,0.6036693258027578,0.09752788832703513,0.7178852678797162,0.6678976155147949,0.09119081460446646,0.07184930346506321,0.08157961350162837,0.5817401245019198,0,250
1.1381210147505072,0.2902576040967178,0.6107934421768733,0.23983467375111928,2.7882822585543887,0.5194391105939709,0.10373195019997726,0.09099727905290386,0.10064084749126483,3.0168244008061746,0,250
2.5056828199054952,0.17891637460891413,0.5872138198128115,0.20108333572344836,0.34001293666850896,0.7668665373626141,0.10807239302225691,0.08228138012536736,0.08375024528543058,0.3180721383681434,0,250
3.837947104251757,0.11831004294292546,0.4803296634474793,0.037834965522875595,0.03933115531349587,1.0244578954502024,0.10135781219801862,0.07821823621051352,0.1466610694222685,0.0765138863384037,0,250
3.204805363374775,7.365379840452499e-8,0.6835895182889463,0.2560894069806769,0.2680607564604659,0.7859860447555227,7.070129818627346e-5,0.07748018214472668,0.07580232184862357,0.20649266458378304,0,250
