tau,kappa1,kappa2,beta,psi,tau_se,kappa1_se,kappa2_se,beta_se,psi_se,convergence,length
2.8371199692242723,0.1769505453505057,0.550649140045317,0.0555449095288516,0.67562949608972,0.5639004879452795,0.06567108648723738,0.04851648443081332,0.06524780135085363,0.34512219565269725,0,500
2.0418605816905058,0.23300087223353874,0.5563927350405873,0.08895766928157062,0.8058065716226563,0.5898473678902326,0.06797340217266398,0.052065345562055734,0.07428534515321732,0.6069052155923091,0,500
1.3079090616439581,0.32100220438623894,0.558269610291003,0.095782472954583045,0.9995934162648523,0.21887515569027244,0.06117948013798181,0.04868549978268366,0.06663859785497243,0.01604089408926098,0,500
2.587254485137147,0.15790028547718718,0.5532183515443712,0.05776855894650276,0.32182870881872166,0.5252926884395517,0.07122838903732642,0.05033948118685248,0.06641199092171635,0.27524631887560636,0,500
1.8037723532883947,0.30331383903759124,0.5181643127589446,0.08691716354584335,0.3317561570949554,0.40770074683933905,0.0636658517965528,0.0482719682378594,0.06469616716748408,0.3776464552814444,0,500
1.3580973739575626,0.266804698191633,0.5946851101180204,0.205798170063151,0.9999880608809802,0.24460129233898648,0.07456205125012894,0.05924642553546593,0.06582992510209272,0.006137297492192146,0,500
2.682621428254455,0.08385887891292697,0.6392656893011667,0.17375137832079718,0.8727168337569592,1.602217793727043,0.10706485396659592,0.08958846614308229,0.07088903222703365,1.3033363931723547,0,500
2.723981448885541,0.17520658923718083,0.5495320779804124,0.0778501027927794,0.22764062470472077,0.5725862685054165,0.07296979172739583,0.05183288455482761,0.07286834232416198,0.2649649636811661,0,500
2.739691886592374,0.14665531396865028,0.5905139565837193,0.15158663942085154,0.11203374271319982,0.6425796029721994,0.08519058952085433,0.05972112537286849,0.0712342262442691,0.25765992503049995,0,500
2.20501909689239,0.29144648896662173,0.5058863360335734,0.05674562871403972,0.7362668552687196,0.5775266216894509,0.0634879235796952,0.04687521307285318,0.06394227274943966,0.5372075258998853,0,500
1.359977862345637,0.3766063161292034,0.4843701209293555,0.1200431545709738,0.9787274201904765,0.23897506062885662,0.0604071907885982,0.04775310464911365,0.0660231679970515,0.21651982060269206,0,500
2.1935541419061213,0.18024168464402957,0.5877914959197953,0.11571856785228533,0.6554084101354011,0.5235740042083177,0.07504914113133884,0.05572264273158637,0.0687729125318186,0.4159843571857388,0,500
1.6756231514014237,0.20903835782729596,0.6202807285769057,0.15613431201790695,0.7667541335459358,0.44213989228648004,0.07631739362800334,0.059356707837232,0.06556926143791207,0.509286937324708,0,500
2.569697670830708,0.20461590865945917,0.529536086298137,1.999609038255672e-9,0.9286303340587304,0.5019961036557599,0.05543752722525524,0.03894381655815552,1.9996090362298035e-6,0.39625427283456177,0,500
1.8677883252111929,0.20320811870996106,0.6088714191644806,0.12905011707567007,0.435978338895737,0.478653513815484,0.07723715007323481,0.0576647980786828,0.06469256558727933,0.406843694926821,0,500
1.9749302639011783,0.3236393265081784,0.48080035888841016,0.042355854698157995,0.6443344636016878,0.6329155001435074,0.06540364889328493,0.046569748386530586,0.06639370822577866,0.6542385128724839,0,500
1.5356040064139065,0.24168688963579157,0.6085848939399869,0.05610918369167336,0.9898418099780849,0.24728121532170308,0.06422163236919029,0.0496758593822904,0.0627972618872544,0.13223541086499563,0,500
1.488357076952975,0.3119503754784017,0.5433453204058258,0.20553565201394092,0.62217774462533,0.441736453156409,0.07595405560201446,0.05847147630869902,0.070798662736222,0.5380485676841683,0,500
2.427548089720776,0.1625814776933729,0.5951173781955051,0.22608046154561587,0.463809844924545,0.5834078446320433,0.08426634699230322,0.0623819047675302,0.06470767833437217,0.35138991108757966,0,500
2.7442515357534027,0.11670294600752,0.6320697494486728,0.11770952239505669,0.2943758399462378,0.5833726398105908,0.06830411576308337,0.0545587182316871,0.06763414840927043,0.2935415205852713,0,500
3.3339053153907114,0.08948531934510737,0.5931281096302251,0.18989445945938502,0.14754531459718612,0.7586574872400575,0.08940887384883021,0.06386799519107011,0.07818119594279492,0.2020431021924328,0,500
2.1438563297978104,0.21364067208556362,0.5608124473121971,0.1948291214009433,0.40722090784104326,0.5425094549530249,0.07899766335236533,0.05738726816456107,0.068195255986546,0.3670055669412178,0,500
2.28473415760592,0.13462108368889114,0.645695648912182,0.10457503865633302,0.9608837061652641,0.20414290138555075,0.06660292998209208,0.05158435836869896,0.06672692602709586,NA,0,500
1.6709195494531337,0.17776857235686455,0.6657050703531674,0.1965341789028265,0.9579405616946588,0.29047024920913783,0.07906331900361038,0.062089157489449306,0.05882488485039902,0.1532302076428738,0,500
3.204554125403371,0.060766050253778105,0.6391829330976553,0.1816584272636315,0.3759577045724094,1.295379944488076,0.26220254969993945,0.15295336221051686,0.12905355771050037,0.27325481865789025,0,500
2.2903606744198113,0.19095615975683786,0.5860950497728634,0.11104338098187434,0.5808227625834526,0.46928922247003896,0.06636508946727084,0.05309313416529797,0.08098236445063868,0.31922741013348066,0,500
1.4459267117767574,0.3606845254870987,0.5066175923783341,0.08813417809138617,0.9927889475721905,0.21538313121659816,0.05596799346576414,0.044415510930158685,0.06251770091503471,0.04927736263383145,0,500
1.3713345967151034,0.24544852418362156,0.5986820053365353,0.1402737005743914,0.870517486453135,0.36500031704847585,0.07203429204739015,0.05678749432078913,0.06449521769678332,0.5608996749037704,0,500
2.373535945696528,0.09615849027047853,0.6737156357166153,0.18457303026975586,0.4299605362042079,0.5903514808360013,0.0902379858400916,0.06545044089735812,0.06246887424928023,0.350767543617707,0,500
2.643995920044809,0.1579606152105622,0.576212757022576,0.22444394225154726,0.4468326063376093,0.5954776323072777,0.08275761888912524,0.06213767076356263,0.07447948683980225,0.3127731896126388,0,500
1.6078841143412494,0.2411338003687262,0.5980365502420073,0.12737530021718876,0.7075382932495095,0.6537550143770953,0.07751793914807792,0.05871108980575536,0.06475341244744073,0.8725919791617213,0,500
1.4526796555845132,0.21279609112749004,0.636563606490279,0.09084126212234062,0.9999484280566557,0.23960077431335122,0.06811514075692587,0.05350605749258528,0.0685739077287814,0.007680242041868384,0,500
2.201423996586521,0.20187118401753654,0.5623287915171794,0.17075608085895538,0.002117682010172034,0.4449718556896615,0.08442171390842702,0.05686539029949921,0.06732977940502584,0.048893213136281095,0,500
2.1958391004923397,0.23671266667490073,0.5375098207423892,0.24510439927891367,0.22244122907855754,0.5802537347633296,0.08454585481976548,0.06143808799762336,0.07880627905515382,0.3211933132671109,0,500
2.3286202623834305,0.1888218364046958,0.5734083376700742,0.04020369456707035,0.7695987349510125,0.49637025644370997,0.06522906231260746,0.04862478726449901,0.06394756425511468,0.4017049190222007,0,500
2.171721062393618,0.2459146551037508,0.5433373898041873,0.08389834384740388,0.3942837024958711,0.492524693649978,0.06844492553826696,0.05021636738248746,0.0675174446957444,0.353491861969416,0,500
2.974084917789126,0.08456496453324888,0.599957119815822,0.17229909749805636,0.3719163564037545,0.6226772373555334,0.0749589564072416,0.058301589982400974,0.06680498869391807,0.27008392680922366,0,500
1.4168538272278566,0.28199770548212216,0.569196232939022,4.6626654898310056e-7,0.9999773050124251,0.21069938772233243,0.050983820168299256,0.037016426358801674,9.1280071518071e-4,0.0035970122318260823,0,500
1.6688403197282238,0.19530744493067637,0.6397482414508052,0.0937336971471982,0.9999290242600083,0.26576205216985715,0.06995254473914918,0.05374134998987225,0.06391411828532204,0.01129402287190737,0,500
3.1973897339842274,0.14115408057017884,0.5481598484474647,0.14815108724679152,8.916839926491705e-5,0.6174526754741746,0.08559072364577573,0.05533360163061281,0.07679132359828787,0.007376681063406305,0,500
2.8640012687680634,0.09197382525832856,0.6130826096400941,0.12460075123337414,0.6042157977808142,0.5911622385078552,0.07665967701831265,0.057277617364116615,0.06674283263045513,0.32059695738254507,0,500
2.385783709606888,0.20017515077659967,0.5424336712772498,0.09218779493731091,0.6077100242609608,0.5034617918434282,0.06771960058392368,0.050433214323966934,0.07257415144296891,0.34882028555092354,0,500
