tau,kappa,beta,tau_se,kappa_se,beta_se,convergence,length
0.8499127128321787,0.5058571515153321,0.4111660559818812,0.1872787587757316,0.09867320822722606,0.1634659520386369,0,250
1.0906027683814175,0.45670722479583264,0.4936000843733585,0.20150004329241133,0.09408827702469756,0.1075937834500456,0,250
1.1062349299970584,0.37961297552279666,0.23988015557474238,0.1886343764041224,0.09241696520534626,0.18996615071124606,0,250
1.2790741485350374,0.3268964005627113,0.39149264084266244,0.19646795307038942,0.10036899766546382,0.19382726049961801,0,250
1.0789498298982538,0.4796331197639995,0.4913697096001016,0.20320699175605764,0.09550818921728213,0.11533908013116508,0,250
1.33686993282441,0.3837504315809135,0.502468047720066,0.2374888891114354,0.10883634735440417,0.16933658705767213,0,250
0.7724931281324378,0.5573485857099454,0.5856397158079374,0.24627461194282668,0.12124366552218423,0.10781644281108767,0,250
1.2589824854030243,0.4015625933917523,0.2808151234798813,0.18241833521481288,0.08145548700862962,0.13107619861155642,0,250
1.009224481999357,0.5084671261974557,0.39013409417855693,0.18077881305663204,0.08277673412873582,0.11122276831004788,0,250
0.9293994835130714,0.5817558733776683,0.48000107119624447,0.19760906088437707,0.08564092920152394,0.1009260470001424,0,250
0.57654606903409,0.6745136564432418,0.6364403362239389,0.1769676054191916,0.09193278511028091,0.07824261980022824,0,250
0.9449028952759528,0.4911609973292837,0.6330166261818078,0.23346586604336494,0.11580342379379804,0.10540483963630894,0,250
1.1048350825144075,0.4158487035968052,0.5725649551948313,0.22713546725966097,0.1187523608826352,0.15794760706840888,0,250
1.2914923387110482,0.2626734529620744,3.3503372689206744e-6,0.13947256960306967,0.0658687647391624,NA,0,250
0.8104202438697609,0.6402647617250378,0.5452646093620068,0.20141356742983982,0.08398686352063656,0.0857359958589772,0,250
0.9081675386965684,0.5156037900998239,0.4196949322825327,0.1815890964758913,0.08885353604536009,0.12627539839523558,0,250
1.1463367146682706,0.40895385006832374,0.47398201332960277,0.22891118228860788,0.11622880238064341,0.17817099138684908,0,250
0.8119730282683864,0.6246134324363212,0.5625891181331818,0.18778612685814222,0.08505498125587507,0.08155721565361357,0,250
1.3632298567602328,0.41162429253123956,0.5967846999964409,0.3527526823959964,0.15007240921376774,0.23879262760227177,0,250
1.0223620551404797,0.6056957240708635,0.5941584065279216,0.2374936576615657,0.09905234284305639,0.09513753548044648,0,250
1.0612925855322937,0.5070127286837832,0.6435755162509549,0.267864226059924,0.12167774111387444,0.13037298395137012,0,250
0.7254585840530744,0.6252719258314494,0.6163035833587799,0.18111456521625863,0.09658719756550177,0.08540572018063822,0,250
