tau,kappa1,kappa2,beta,tau_se,kappa1_se,kappa2_se,beta_se,convergence,length
2.7774402837692853,0.10625351251140064,0.6280782182735002,0.17362343850165263,0.518639816814799,0.0870656295174788,0.05877777073606023,0.06597394449908688,0,500
2.1464217478438665,0.1952743931068275,0.5976950291381911,0.15354273560949486,0.41036179750697527,0.07841768521858396,0.05504866122524481,0.06510911246340166,0,500
2.1778451198155437,0.23417089605827374,0.5551557639493906,0.08543783830694145,0.42173258822254933,0.07203111611021024,0.0491559716275416,0.07196724587386338,0,500
1.613971019049433,0.2675431638641825,0.5660176959524664,0.03936689600059824,0.3433845898847661,0.07774207839561309,0.05374392584163029,0.06657565955811434,0,500
2.1532696424404865,0.17216779800050888,0.605165885289589,0.18420705809280546,0.39758574004669245,0.08028061159188916,0.05631619816880319,0.0631290266850785,0,500
2.264904263468758,0.09456488047345463,0.6873979271910036,0.22224937476613907,0.5324299594766457,0.10914494610200362,0.07471712398394793,0.06901473803439424,0,500
2.1976096747825964,0.17025377458108454,0.6067743480146869,0.11767535658478756,0.4605267660228669,0.0885138863723635,0.05891433791038316,0.06984528663422941,0,500
2.4906312416647785,1.098774597879595e-5,0.7454941019238817,0.23234761394748604,0.3658430911906494,0.0014880908592273944,0.038539468002145166,0.04373607859245891,0,500
2.0804789255137472,0.3008463560403879,0.5010228397973235,0.06443435608258384,0.39925509373778056,0.06873528579497357,0.04686482222684645,0.06894494985525382,0,500
2.52501808418257,0.17077057264088094,0.5781746561616669,0.12454035625917988,0.4585117895373871,0.07936804648562013,0.05286185852405365,0.06602432420120376,0,500
1.3021805357935776,0.3170393415227479,0.5502468373391065,0.08568629352054677,0.24902318305554597,0.06778589526119712,0.05115790706008048,0.06042760142459719,0,500
1.3141334110891219,0.27501473357315975,0.589792958138388,0.1500688834743956,0.35276952843513043,0.09202179434154416,0.06699159772052923,0.0724376955783398,0,500
1.8975371912202366,0.08303325614042528,0.705825711745672,0.20427398821177375,0.4382863236217964,0.1080933662950089,0.07453167630322177,0.06961031066711633,0,500
1.8533044474220475,0.31047405177604803,0.4971883478425216,0.07966412914857969,0.3682487810179372,0.07059154928239063,0.04821074571992913,0.06859568785102531,0,500
1.7208079191258001,0.15894975730551725,0.6678340113041102,0.11075726288733034,0.3696118999834496,0.08802953302727982,0.06317344037079842,0.07002262924871587,0,500
1.9246305471036722,0.21365237399993162,0.5820634957873567,0.1901648962903125,0.5048996921173252,0.09951336047069004,0.06630101996543263,0.07762183124816567,0,500
2.254303053243628,0.1701251190033154,0.6028137044385553,0.19696691744895678,0.5822449938083935,0.11041443866431061,0.07076178364465288,0.07237136930748088,0,500
1.9553232580718145,0.09499075384035804,0.6986112754014201,0.22817630296698366,0.4845336715536328,0.11379678797212757,0.07846862718646597,0.07115771920636928,0,500
2.148959232269445,0.029841565304921765,0.7601409761275879,0.3181354475103473,0.6371440191537597,0.16150597883971848,0.11239573784862524,0.07900574405779963,0,500
1.9288858086644185,0.1508859088004228,0.6664220200784378,0.20582139040148092,0.41354109113899357,0.09406908666811599,0.06809288695724407,0.06588313296756015,0,500
1.8294229879240205,0.18582286355174282,0.6283036211068361,0.18922911020933608,0.4112742768030062,0.09351215992308907,0.06605676082440079,0.06702048112495636,0,500
2.2131381655971154,0.16452587853317052,0.5957322058185163,0.14262425783217267,0.4647363739792974,0.09354470507676649,0.06027496638680405,0.06646015718419171,0,500
2.265997435797825,0.1405162649730879,0.6297536150323453,0.13367462703595373,0.45298138646017216,0.08751883562576876,0.05932374246988224,0.06824779057062488,0,500
2.8571958173096013,1.9498424598484233e-6,0.7118646785670313,0.20776447843773285,0.38937753435380623,0.001509127571852948,0.04004308088642195,0.04517103518236634,0,500
