tau,kappa1,kappa2,beta,tau_se,kappa1_se,kappa2_se,beta_se,convergence,length
2.0445883135612473,0.21174292173536502,0.5825819231833597,0.16722654385782038,0.22251940567480155,0.04310609636364725,0.02962577078241022,0.03489164160101154,0,2000
2.1984959548060767,0.1618872404666301,0.624543212935826,0.17737156371836832,0.22449331355286573,0.04277808766104374,0.03008469104792388,0.034104961441540516,0,2000
2.242626748395269,0.1594670255089585,0.6160553225748967,0.10798321064931482,0.22043243298380338,0.04162557005364073,0.028126407332287807,0.0341292023807626,0,2000
1.905010416238943,0.17561873064175473,0.6265295210028488,0.1143449791452606,0.19023365169863726,0.04144527636477511,0.02878019156670193,0.03321948590728595,0,2000
2.0113085249383804,0.19485408665758627,0.6095083983192757,0.13754329201282772,0.20398588336608284,0.041733595350768135,0.029108581583412795,0.03282847513258261,0,2000
2.153894296681005,0.20287928356514942,0.5843076199708354,0.1433594357735514,0.2242073119369349,0.04169219072360879,0.028475870749593072,0.034671026542702675,0,2000
1.633697138254886,0.2698877746447071,0.562466988407336,0.128818075520508,0.16463520239786034,0.03751885570629228,0.02697822940220475,0.03218518656519903,0,2000
2.427718503728546,0.12524945878230545,0.6300758938486559,0.13093604602882564,0.2570651145991926,0.04684015398089022,0.030645863924995576,0.035521979581780494,0,2000
2.1564144803259295,0.16824403347331326,0.6050355175725152,0.12655714677742996,0.22941510330957693,0.04529736618872999,0.029839117228232494,0.034713817869756025,0,2000
2.2646423030838694,0.17793633128554162,0.6011905309170312,0.15840891540932503,0.21279189671752732,0.03980075060220564,0.027736764328543675,0.03264008583993441,0,2000
2.4089630433788454,0.10739656728571771,0.6519548410037903,0.17687424227641943,0.258594136909539,0.048560303273912094,0.032684009564993684,0.035207999598790056,0,2000
2.1738541015813264,0.19609716283257364,0.5802717924863535,0.13941839867698141,0.20793654270242196,0.040051321612622016,0.027286108229682887,0.03288933347043238,0,2000
1.9687340968113125,0.20432222463046426,0.5998348437933071,0.11624236763885672,0.19732265731379167,0.040161528468487584,0.027935083934260925,0.033475418216550555,0,2000
2.1362186532112086,0.1765241332720408,0.6038504310636829,0.18542311484088372,0.22426989074440437,0.044366834900048065,0.030435242439820247,0.033856300166770756,0,2000
1.8172597110846929,0.23990319210569874,0.5837968154370742,0.14445817835327396,0.1896262043879833,0.03966038811000033,0.02834549927988532,0.03336943027586471,0,2000
2.192093837434748,0.1690329891343805,0.6118255744132617,0.15877341634683034,0.22963032947844939,0.044737275711944156,0.030358740685426457,0.03389937969105967,0,2000
1.8842833812553763,0.18056954934446987,0.6297558483472011,0.17742437725525764,0.20347835166772027,0.04440578823165156,0.03146817159392863,0.03369857122766465,0,2000
2.15653767237403,0.16455843014077867,0.615092668355602,0.16996798179758676,0.23394732835567505,0.0465120732814116,0.031641728274675054,0.03526316755503119,0,2000
1.8320267076071632,0.2799584129812487,0.5334081555045539,0.0851151013642488,0.1836392288709103,0.036000826144601726,0.024889920569116975,0.03434377653046152,0,2000
2.329783843999624,0.16468020554676355,0.6059282534988956,0.1490170536203728,0.2238175348305535,0.04092921503700904,0.028141615431708955,0.03361727716005247,0,2000
1.8120957475157413,0.26582384600319936,0.5600326349107442,0.11753438941588616,0.17230568706780552,0.035665790222591816,0.025675112637852052,0.03184036484717281,0,2000
1.702695458472402,0.2548851657027043,0.5721563494343703,0.12408980747538668,0.18718902450300234,0.040706370663709454,0.028507147086580944,0.033103095768336,0,2000
1.9534810596092118,0.22740699515528065,0.5785406370206932,0.11572486018530559,0.19215780692001685,0.03849324342022124,0.026886343041440223,0.03309732075692783,0,2000
2.1950170746636055,0.18262597945282774,0.5952196312764247,0.14102249917548212,0.22752089847634682,0.04305376668657773,0.028991935526683953,0.034394968184338334,0,2000
2.311673629926354,0.20363545578157502,0.5721317625679267,0.11348745542242249,0.2284667585727719,0.03921140068438319,0.026567368813117952,0.03527054468067308,0,2000
2.6126988628401455,0.08710960509863926,0.6447226786168104,0.16215938137208655,0.3037496577158117,0.05847063270077613,0.036510340243385196,0.03820498371720374,0,2000
