tau,kappa1,kappa2,beta,tau_se,kappa1_se,kappa2_se,beta_se,convergence,length
2.296512066255195,0.3247190180680132,0.1904756209950058,0.1399175267904117,0.4754291449598115,0.1444331602267229,0.07195602111032037,0.3462289926096106,0,500
1.8091727501186878,0.42657266832310886,0.21834460306115738,0.31885671010675753,0.2871555037895027,0.08964096066405511,0.06516400478987673,0.10231016058164134,0,500
1.2883797322952757,0.4468888089551523,0.29713710351039785,0.33042686578971875,0.3073323556013934,0.10013903455478577,0.06787226322337431,0.09734150599549005,0,500
1.7149839766504718,0.3841243028744213,0.2614942161806085,0.2225111643126149,0.30741853350737874,0.09140265801126547,0.057323609993314845,0.13945020744295145,0,500
1.3677726848910956,0.5253732966713155,0.19678973496414165,0.27982064150757807,0.2567843088747093,0.09710021961343213,0.07177032151459148,0.10557160242512123,0,500
1.9988710310657174,0.3817510736254541,0.23111377808095063,0.31223778254384177,0.4131746017081331,0.12060520916507965,0.07098358711270115,0.1818039275578941,0,500
1.4336187073450444,0.4409920098735286,0.24463375535920792,0.2897402721341315,0.3054986677590013,0.10181407306278621,0.06776520310354457,0.11749704578791058,0,500
1.1928033511105889,0.48155075624751403,0.2634722755822309,0.4037935223100238,0.33143655278979545,0.11983634338100238,0.08124088330464783,0.1034321834026138,0,500
1.9384449778167976,0.3129468529561039,0.29524938700171977,0.15621913134484125,0.3906958072631019,0.09370168985191311,0.04957936163904309,0.18408408152647454,0,500
2.5698480882190404,0.21574181391148775,0.28154433551348673,0.2766068727830657,0.41472608705761865,0.0854109414087523,0.05747201168021438,0.1391960265418494,0,500
1.5674762411148828,0.3517282859853105,0.3236543434234266,0.35685680739635134,0.37394490433117206,0.10624363542333498,0.06773895917275677,0.1080185166138454,0,500
1.2712113774271057,0.523654632799295,0.21666072499701344,0.3531026065689861,0.258816678908173,0.1030965982259952,0.07611970142100243,0.10023679499266222,0,500
1.5043678603895025,0.4810730166098362,0.21876881364018325,0.5615986658795374,0.3828748790746019,0.13860043342750933,0.10427316413321325,0.08696100416415663,0,500
1.2499936426646874,0.3914712829394742,0.3390173235602816,0.2981029772808963,0.2393585878751189,0.08370857462786946,0.05884637527685441,0.0831890300530307,0,500
1.1475202402298736,0.40389188826090955,0.37045129078069555,0.3154679803350267,0.24362862788801953,0.08550686915556537,0.06117177791591109,0.07688858574662573,0,500
1.5768365733405956,0.5234321842573045,0.16595435283836937,0.3280694947839157,0.3283221634155359,0.12107700335078461,0.08616727238993668,0.13099663844327764,0,500
1.6526716989352153,0.31073890441817636,0.3379414388341547,0.24562313890888907,0.30554751840399846,0.08453810595406622,0.056698499755702673,0.08615703313117402,0,500
1.766551867025608,0.4088368881410531,0.22727051897482423,0.3639340042688659,0.36802464161032955,0.10716842016068598,0.07366320472890975,0.10990903846997466,0,500
1.3081325414127647,0.44457067089421803,0.27265490317860114,0.4183818187131502,0.30762559896494246,0.10862166093298442,0.07805248719111643,0.08667178501018698,0,500
1.8977253121079651,0.38698324688969193,0.23007783307814095,0.32020990888588413,0.3366833932351753,0.09655680910290426,0.06666524115605894,0.11611222059978163,0,500
1.588079429188679,0.399302835634047,0.28060276191289424,0.2575479204029568,0.29727527657095887,0.08833067803519869,0.05933152324344592,0.11152102992199452,0,500
1.680428680699574,0.3226992455282937,0.3289608537611559,0.5112861231524755,0.39820718579526126,0.12187978985283103,0.08806693051653693,0.07771862141985042,0,500
1.2676545698440513,0.44402594315601635,0.3014129475673872,0.25352611954365434,0.224741374645486,0.07735986463766224,0.05634847462228681,0.08217958397358853,0,500
1.430467689954518,0.391646848794856,0.310892552155988,0.24678719103973393,0.2948481767852005,0.08807905380095975,0.05790369570762087,0.09981020526480971,0,500
1.5282469571908697,0.6487654820471312,0.0646925758706988,0.5092430929104189,0.3193637529114073,0.13595926089945273,0.11299104536995658,0.08573117093221502,0,500
1.7246741586303127,0.4725852856212893,0.1958001415668097,0.44608284574005674,0.35277159118986734,0.11732318802883714,0.08571105813694795,0.10202641695210406,0,500
