tau,kappa,beta,tau_se,kappa_se,beta_se,convergence,length
1.1775222842846795,0.4419398509583772,0.4453306741081426,0.11909318672990513,0.05804968771723481,0.0679980418814668,0,1000
1.0743711856323315,0.465895509993436,0.39724305256793774,0.1105573814049834,0.05654779679657591,0.07055541199627252,0,1000
1.0887018183470842,0.4791576192835106,0.44166152637697886,0.12397961062680081,0.06152318964412539,0.07605542094431586,0,1000
0.8635217285748139,0.5421724812763551,0.5312836417629616,0.1167810737000544,0.06461659758268953,0.06122767336129457,0,1000
1.0816258994969845,0.44733413221700785,0.37926595822534115,0.110941437154932,0.05758007282485737,0.07519696574867255,0,1000
0.7678285818611662,0.623882653569576,0.5130584344015109,0.11184947103093579,0.05720013253456054,0.05103202364558048,0,1000
1.0868061012833417,0.4890880962396648,0.5639212650037189,0.14086143130118478,0.0685906403996503,0.06296880096613748,0,1000
1.0569139894578756,0.44552221034601974,0.5255964945042775,0.13548834828865108,0.07198940149134203,0.07957724340532837,0,1000
1.123648526830586,0.4417373004585243,0.4198292588257799,0.11962557155795074,0.06008952932038071,0.0719255350404346,0,1000
1.1409726013770418,0.46790265073607773,0.49794797118988116,0.13387583889429586,0.06555626598113933,0.07741529958235853,0,1000
0.8270943652370074,0.5700189128773206,0.5816156951620464,0.1429149925560445,0.07592305927486173,0.06405776607691951,0,1000
0.877626233439498,0.5366084612632426,0.5253107438009096,0.12568852170842013,0.06831192027509653,0.06734285671698885,0,1000
0.9835363167472716,0.5192405616134085,0.5364046047334001,0.14378713642222218,0.0720069243964036,0.07464836057308338,0,1000
1.1034089178862978,0.44325361165341526,0.5006881160757256,0.12164420957055513,0.0630154720163015,0.06752909969231208,0,1000
0.9005384131504843,0.543098532666028,0.48493636109763993,0.11406107065885417,0.059597437091344053,0.05723292034233692,0,1000
1.1531229859570105,0.4355268450378733,0.33893766039275514,0.10617540600363536,0.053205613667918907,0.07384435410797058,0,1000
1.0278422068005788,0.4746792899331809,0.48656647820948484,0.12235253719741418,0.06397011026494,0.06795188022507881,0,1000
0.9418726849527443,0.52549464237502,0.5574580263374723,0.1307859429360153,0.06883549169968049,0.06384386488557592,0,1000
0.9543240040685782,0.534076544833868,0.5548132698767083,0.1554974870734199,0.07735840487637834,0.07723599484041738,0,1000
1.0593976203902709,0.5044144612748517,0.5286786999712475,0.13758670960707314,0.06628499436029692,0.06558929837628583,0,1000
0.9611053861694006,0.5112619607835589,0.536638431649058,0.13767836206495526,0.07112996012820982,0.07072588068077666,0,1000
1.1647770168956135,0.3915878216212595,0.4714731864839493,0.11954210817370384,0.06462462297480541,0.09017068270727581,0,1000
